CHAOS-6-x9_core Gauss coefficients for 2019.0007
  1  0     -29410.646202          0.000000
  1  1      -1458.305958       4678.090630
  2  0      -2488.336522          0.000000
  2  1       2988.978229      -2961.274350
  2  2       1678.842619       -711.434292
  3  0       1361.202532          0.000000
  3  1      -2374.916423        -88.037326
  3  2       1232.949295        242.905628
  3  3        537.771090       -543.797383
  4  0        904.276487          0.000000
  4  1        810.976960        281.933644
  4  2         92.295345       -165.135581
  4  3       -314.751608        195.983264
  4  4         53.296444       -344.631103
  5  0       -234.128888          0.000000
  5  1        362.609315         47.525227
  5  2        188.502751        205.891868
  5  3       -140.814756       -120.411599
  5  4       -152.444534         29.126257
  5  5         12.723711         98.548900
  6  0         66.495376          0.000000
  6  1         65.857919        -19.231096
  6  2         72.432943         26.857768
  6  3       -122.870947         54.152393
  6  4        -34.842454        -65.305362
  6  5         13.586357          8.897708
  6  6        -65.530523         67.083442
  7  0         80.729745          0.000000
  7  1        -76.517182        -52.005440
  7  2         -8.187838        -17.414992
  7  3         55.755666          2.958213
  7  4         15.613807         23.700165
  7  5          6.893878         -1.006915
  7  6         -6.483564        -27.349618
  7  7          8.819323         -2.134965
  8  0         23.701089          0.000000
  8  1          9.539612          8.682622
  8  2        -17.433247        -15.911997
  8  3         -0.948626         12.948453
  8  4        -20.968192        -12.293228
  8  5         14.864823         15.218941
  8  6         13.248621          4.080742
  8  7        -16.567221         -7.340158
  8  8         -0.725997          2.775547
  9  0          5.137713          0.000000
  9  1          8.460366        -23.177142
  9  2          2.859225         10.893292
  9  3         -1.759901         10.257296
  9  4         -0.823367         -5.496599
  9  5        -13.190521         -6.381728
  9  6          0.842253          7.808124
  9  7          8.857121          0.571851
  9  8         -9.251791         -1.953580
  9  9        -11.524381          9.425625
 10  0         -2.006794          0.000000
 10  1         -6.241356          3.448040
 10  2         -0.095684         -0.236072
 10  3          1.529869          3.757669
 10  4         -0.823037          4.722460
 10  5          0.863983         -8.480168
 10  6         -0.859069         -0.187484
 10  7          1.964264         -4.256223
 10  8          1.589883         -3.359647
 10  9         -2.264599         -0.287107
 10 10         -3.834407         -8.768647
 11  0          2.980231          0.000000
 11  1         -1.368710         -0.044092
 11  2         -2.527610          2.431801
 11  3          2.273482         -0.527521
 11  4         -0.893342         -0.504426
 11  5          0.339328          0.662593
 11  6         -0.678976         -0.214847
 11  7         -0.065024         -1.756158
 11  8          1.505200         -1.572570
 11  9         -0.573881         -2.937034
 11 10          0.225775         -1.970069
 11 11          3.165456         -2.565968
 12  0         -2.054115          0.000000
 12  1         -0.152191         -1.145521
 12  2          0.463686          0.472646
 12  3          1.303524          1.433021
 12  4         -1.105083         -1.892148
 12  5          0.730516          0.096671
 12  6          0.251835          0.726596
 12  7          0.493143         -0.147120
 12  8         -0.299611          0.503920
 12  9         -0.477631          0.165443
 12 10          0.144654         -0.933243
 12 11         -1.100472         -0.084383
 12 12         -0.241253          0.580515
 13  0          0.081732          0.000000
 13  1         -0.932414         -0.934349
 13  2          0.512228          0.624646
 13  3          0.740749          1.438385
 13  4         -0.337601         -0.413567
 13  5          0.822046         -1.308653
 13  6         -0.041390         -0.098038
 13  7          0.798371          0.302886
 13  8         -0.065405         -0.104080
 13  9          0.385653          0.475148
 13 10          0.122357          0.512313
 13 11          0.479862         -0.370654
 13 12         -0.458855         -0.366075
 13 13         -0.411428         -0.626205
 14  0         -0.328336          0.000000
 14  1          0.279854          0.447601
 14  2         -0.270240         -0.612950
 14  3         -0.125942          0.388194
 14  4         -0.068943          0.546394
 14  5          0.240761         -0.127935
 14  6          0.029486          0.330715
 14  7         -0.121718          0.424261
 14  8          0.304539          0.013488
 14  9          0.060207          0.395523
 14 10          0.651738         -0.026188
 14 11         -0.235650          0.258322
 14 12          0.370384         -0.126461
 14 13          0.191710         -0.299992
 14 14         -0.230732         -0.318853
 15  0          0.179092          0.000000
 15  1          0.482037          0.567193
 15  2          0.027708          0.042280
 15  3          0.416921          0.241614
 15  4         -0.240057          0.070198
 15  5          0.124747          0.053065
 15  6         -0.085687          0.126875
 15  7         -0.068213          0.274257
 15  8          0.078877         -0.143884
 15  9         -0.263320          0.118837
 15 10         -0.167376          0.035203
 15 11          0.196234         -0.170685
 15 12         -0.016409         -0.223230
 15 13         -0.017824          0.024299
 15 14          0.148042         -0.096468
 15 15         -0.438077          0.013389
 16  0         -0.096334          0.000000
 16  1          0.102271          0.323145
 16  2         -0.352490          0.127166
 16  3          0.112540          0.284754
 16  4         -0.058539         -0.076135
 16  5         -0.003753         -0.155163
 16  6          0.070774         -0.019942
 16  7         -0.014018         -0.083095
 16  8          0.209293          0.024795
 16  9         -0.215387          0.024917
 16 10          0.200956         -0.092689
 16 11          0.213577         -0.043260
 16 12         -0.061956         -0.120317
 16 13         -0.156396         -0.099258
 16 14         -0.018364          0.166032
 16 15         -0.030144         -0.015688
 16 16         -0.148376         -0.054623
 17  0         -0.033828          0.000000
 17  1          0.001734          0.122656
 17  2         -0.064177         -0.249771
 17  3          0.309811         -0.026005
 17  4          0.205262         -0.077147
 17  5          0.013889         -0.238401
 17  6          0.031553         -0.027188
 17  7         -0.056068         -0.295706
 17  8          0.148448          0.017465
 17  9          0.097711         -0.046563
 17 10          0.007225         -0.047137
 17 11         -0.136640          0.118921
 17 12         -0.116121          0.104560
 17 13         -0.012631         -0.040661
 17 14          0.006136         -0.031012
 17 15          0.068128          0.078248
 17 16          0.011622         -0.330339
 17 17         -0.148933          0.038469
 18  0          0.233893          0.000000
 18  1          0.092976          0.040310
 18  2          0.009392          0.132484
 18  3          0.193243         -0.062283
 18  4         -0.046225          0.063654
 18  5          0.082869         -0.069957
 18  6          0.183584          0.090247
 18  7         -0.031483         -0.214028
 18  8          0.034573         -0.118107
 18  9         -0.051760         -0.136476
 18 10          0.119959          0.166832
 18 11         -0.007079          0.110773
 18 12         -0.050398         -0.127210
 18 13         -0.019527         -0.056489
 18 14          0.000313          0.135668
 18 15          0.015097         -0.039961
 18 16         -0.007010          0.042603
 18 17          0.106397         -0.058558
 18 18         -0.021699          0.123365
 19  0         -0.034259          0.000000
 19  1          0.407944          0.117576
 19  2         -0.110993         -0.003385
 19  3          0.080637         -0.013697
 19  4          0.062531          0.106192
 19  5          0.073482         -0.342046
 19  6          0.007054         -0.011333
 19  7          0.122562         -0.169961
 19  8         -0.009082         -0.022793
 19  9          0.097993         -0.044179
 19 10         -0.071046          0.082331
 19 11          0.034144          0.174231
 19 12         -0.094759          0.014861
 19 13         -0.021141          0.070263
 19 14          0.095876         -0.126060
 19 15          0.144896          0.104525
 19 16          0.054964         -0.032066
 19 17         -0.019473          0.001494
 19 18          0.057278         -0.093342
 19 19         -0.056723         -0.013337
 20  0         -0.042800          0.000000
 20  1          0.225663          0.025559
 20  2         -0.122395          0.197430
 20  3          0.191553          0.102067
 20  4         -0.176174         -0.354543
 20  5          0.301942          0.043326
 20  6          0.222772          0.094315
 20  7         -0.088505          0.132215
 20  8         -0.020397         -0.172699
 20  9          0.053581         -0.170775
 20 10          0.059213         -0.054923
 20 11         -0.161403          0.023735
 20 12         -0.021643          0.007140
 20 13         -0.085023          0.033252
 20 14          0.060287         -0.146742
 20 15         -0.009877          0.027350
 20 16          0.011149          0.074055
 20 17         -0.014405          0.043486
 20 18         -0.147479          0.158255
 20 19          0.050120          0.011393
 20 20         -0.000868         -0.085424
