1590	-36015	-2620.1	1225.5	888.44	2168.4	2574.7	-1761	-3372.1	1517.6	-885.32	-832.29	897.32	-287.17	-71.968	-494.9	411.49	253.71	-41.828	309.28	-707.57	211.18	-186.68	218.44	126.51	10.245	115.43	-5.8122	106.36	-26.775	-207.31	-58.64	93.112	-74.364	314.34	167.9	43.206	-14.214	-13.6	72.817	3.5008	16.395	-10.058	-94.519	-30.982	73.702	1.8692	36.652	97.241	16.85	-1.2095	-0.57425	8.5548	-6.6534	12.523	-7.9801	0.12257	-10.685	-26.222	25.635	26.965	2.5787	-30.681	-16.644	1.2618	0.2271	1.4817	-1.5906	-2.5316	3.3193	-1.3633	-0.24409	-5.279	-3.5676	2.5262	-8.8064	8.2803	3.6427	-2.6203	0.44438	-21.163	0.20342	0.049443	0.47129	-0.67463	-0.17894	0.49695	-0.72956	0.084718	-0.010568	0.46704	-2.0111	-2.9678	0.85938	1.2541	1.97	-1.1627	-1.3751	2.7855	-2.5581	0.11279	0.14428	-0.018232	-0.0042239	0.13739	-0.22831	-0.24483	0.24901	0.19613	-0.28873	-0.23536	0.24397	-0.14839	-0.35675	-0.13901	0.47656	1.0155	-0.60694	-0.9388	-0.075639	0.49892	0.0523	0.016491	0.040875	0.081282	0.040343	-0.031273	0.052676	-0.0099705	-0.028635	-0.074112	0.091175	-0.084315	-0.080634	0.063351	0.028721	-0.043306	-0.0011412	0.0023775	0.15253	0.065198	-0.21035	-0.24959	0.030993	0.017881	0.0087614	0.027732	-0.0020064	0.0031067	0.018875	0.032861	-0.019881	-0.0081938	-0.00023749	-0.0011761	-0.038297	0.0040887	-0.0023459	0.00032995	0.0029609	0.031755	-0.0089688	-0.018588	0.0043997	0.02627	-0.0060142	0.013342	-0.031621	-0.0070095	-0.0023149	0.0064386	0.0055688	-0.0051723	0.0026707	0.0045151	0.001845	0.0010856	0.0075195	-0.0023073	-0.003974	0.0036797	0.0020233	-0.01334	-0.0026239	2.623e-05	0.0015211	-0.0064352	0.0061721	-0.0047337	-0.0040163	0.0004362	0.015327	-0.0015475	0.0041453	-0.0039017	0.014968	-0.00081815	0.00060914	0.00036323	0.00037831	0.0013901	-0.00034796	-0.00014982	0.0013205	0.0012546	4.2306e-05	0.0015319	2.3057e-05	-0.0010419	0.00016396	0.0025109	-0.0019155	-0.0022948	0.0011531	-4.6191e-05	-0.0029354	-0.00073119	-0.00057747	-0.00030155	-0.0015256	0.0023122	0.00025732	-2.1777e-05	-0.0045835	0.00014595
1592	-35985	-2659.8	1278.1	842.8	2159.6	2543.8	-1816.7	-3341.6	1487.8	-873.57	-831.62	884.02	-285.34	-78.637	-486.65	407	260.63	-36.322	311.94	-711.49	213.1	-186.03	222.14	119.66	13.383	117.12	-7.1642	107.06	-25.363	-210.87	-52.968	91.724	-71.891	317.62	161.39	43.168	-13.584	-13.633	72.692	3.5827	13.091	-11.101	-93.576	-27.934	70.482	1.5271	38.024	95.956	16.39	-0.915	-0.54318	8.2773	-6.629	12.388	-8.1012	-0.21871	-10.989	-24.627	26.076	25.81	2.3316	-30.671	-15.161	1.1799	0.33131	1.3907	-1.5542	-2.4367	3.3342	-1.352	-0.22918	-5.1338	-3.4193	2.4624	-8.4967	8.1663	3.4178	-2.4412	0.11353	-20.61	0.18589	0.049891	0.47424	-0.61778	-0.16759	0.48838	-0.71832	0.080334	0.0047974	0.446	-1.9311	-2.9126	0.84846	1.2534	1.8936	-1.2042	-1.3364	2.6976	-2.5291	0.10081	0.13866	-0.014339	-0.001218	0.13496	-0.20803	-0.23073	0.24046	0.18859	-0.27898	-0.23065	0.23034	-0.13936	-0.33933	-0.13484	0.45734	0.99427	-0.60266	-0.93712	-0.060664	0.48574	0.050147	0.015129	0.038523	0.079221	0.040169	-0.028679	0.051377	-0.0075047	-0.025307	-0.073199	0.086378	-0.078543	-0.080798	0.058843	0.026482	-0.040838	0.0035196	-0.0017971	0.15126	0.068147	-0.2089	-0.23602	0.04043	0.017818	0.0081427	0.027109	-0.001693	0.0030967	0.018508	0.032245	-0.018928	-0.0077543	0.0001671	-0.000979	-0.03679	0.0040523	-0.0016339	0.0013988	0.0016127	0.031329	-0.0074751	-0.017471	0.0025036	0.025407	-0.0057063	0.013399	-0.031149	-0.0036922	-0.002122	0.0062201	0.0054724	-0.0052597	0.002564	0.0045754	0.0018902	0.0010913	0.0072536	-0.0021097	-0.0039307	0.00358	0.0019533	-0.013036	-0.0024685	-0.00019558	0.0016151	-0.0064757	0.0062653	-0.0043074	-0.0037068	0.00024886	0.014593	-0.0017336	0.004346	-0.004354	0.014812	-0.00076247	0.00059522	0.00035199	0.00032137	0.0013502	-0.00035024	-0.00017606	0.0013289	0.0012382	0.00010567	0.0014426	2.8132e-05	-0.0010164	0.00016255	0.0024147	-0.0018208	-0.0022359	0.0011763	-6.6513e-05	-0.002886	-0.00068265	-0.00053292	-0.00032672	-0.0014673	0.0022236	0.00013597	-3.4594e-05	-0.0044809	-2.0233e-05
1594	-35954	-2700.5	1332.7	797.48	2150	2512.9	-1871.2	-3310	1458.1	-861.92	-830.97	870.66	-283.35	-85.393	-478.19	402.56	267.45	-30.812	314.52	-715.47	215.09	-185.56	225.77	112.67	16.492	118.82	-8.4492	107.9	-24.043	-214.41	-47.384	90.351	-69.47	320.87	154.9	43.129	-12.967	-13.658	72.555	3.6832	9.7671	-12.195	-92.631	-24.867	67.23	1.1686	39.337	94.698	15.934	-0.62822	-0.51451	7.9865	-6.6021	12.25	-8.2083	-0.57287	-11.3	-23.031	26.517	24.64	2.084	-30.674	-13.653	1.1013	0.4336	1.3031	-1.518	-2.3431	3.3476	-1.3404	-0.21707	-4.9857	-3.2735	2.3954	-8.1905	8.0522	3.1966	-2.2531	-0.21726	-20.058	0.16788	0.051094	0.47663	-0.56177	-0.15569	0.48039	-0.70642	0.073763	0.020617	0.42334	-1.8516	-2.8553	0.83633	1.2513	1.8158	-1.2441	-1.2965	2.6098	-2.4989	0.089026	0.133	-0.010797	0.0019342	0.13234	-0.18792	-0.21636	0.23159	0.18129	-0.27015	-0.22587	0.21669	-0.13036	-0.3216	-0.13052	0.43802	0.97263	-0.5977	-0.93588	-0.04527	0.47227	0.048023	0.013784	0.036189	0.077214	0.039801	-0.026136	0.050132	-0.0050688	-0.021972	-0.072383	0.081669	-0.072866	-0.080855	0.054298	0.024399	-0.038246	0.0080001	-0.0060602	0.14994	0.071108	-0.2076	-0.22248	0.049928	0.017729	0.0075237	0.026467	-0.0013647	0.0030797	0.018156	0.031595	-0.017946	-0.0072989	0.00054544	-0.00076726	-0.035302	0.0040638	-0.00098516	0.0025004	0.00022926	0.030894	-0.0060073	-0.01638	0.00061356	0.024545	-0.005339	0.013419	-0.030635	-0.00034552	-0.0019285	0.0059971	0.0053679	-0.0053415	0.002462	0.0046308	0.0019324	0.0011077	0.0069835	-0.0019199	-0.0038868	0.0034837	0.0018857	-0.01273	-0.002311	-0.00041864	0.0017085	-0.0065406	0.0063408	-0.0038998	-0.0034101	5.4735e-05	0.013858	-0.0019222	0.0045413	-0.0048033	0.014644	-0.00070772	0.00058022	0.00034011	0.00026385	0.0013107	-0.0003534	-0.00020261	0.0013381	0.0012214	0.00016995	0.0013544	3.7396e-05	-0.00099145	0.00016024	0.0023183	-0.0017272	-0.0021761	0.0012003	-8.5354e-05	-0.0028437	-0.00063531	-0.00049018	-0.00035567	-0.0014082	0.0021333	1.0483e-05	-4.4463e-05	-0.0043767	-0.00018705
1596	-35924	-2740.7	1392.2	752.42	2139.7	2483.3	-1924	-3276.3	1428.4	-850.41	-830.09	857.29	-280.86	-92.08	-469.26	398.15	274.14	-25.291	317	-719.42	217.17	-185.2	229.34	105.55	19.569	120.5	-9.6594	108.91	-22.817	-217.91	-41.88	89	-67.081	324.07	148.42	43.088	-12.368	-13.673	72.4	3.8066	6.4201	-13.345	-91.673	-21.773	63.942	0.7978	40.589	93.461	15.485	-0.35034	-0.48909	7.6794	-6.5724	12.107	-8.2976	-0.941	-11.617	-21.432	26.956	23.453	1.8377	-30.684	-12.118	1.0265	0.5337	1.2192	-1.4822	-2.2511	3.3588	-1.3284	-0.20811	-4.8334	-3.1301	2.3248	-7.8879	7.9375	2.9796	-2.0543	-0.5474	-19.507	0.14929	0.053198	0.47836	-0.50671	-0.14321	0.47302	-0.69374	0.064584	0.037032	0.39886	-1.7723	-2.7952	0.82293	1.2472	1.7362	-1.2821	-1.2551	2.522	-2.4672	0.077476	0.12727	-0.0076602	0.0052429	0.12947	-0.168	-0.20169	0.22235	0.17423	-0.26236	-0.22095	0.203	-0.12133	-0.30343	-0.12595	0.41858	0.95044	-0.5919	-0.93506	-0.029413	0.45838	0.045929	0.012452	0.033873	0.075264	0.039209	-0.023656	0.04894	-0.002663	-0.018636	-0.071669	0.077057	-0.067296	-0.080761	0.049716	0.022505	-0.035494	0.012284	-0.010411	0.14856	0.074069	-0.20644	-0.20896	0.059471	0.017607	0.0069044	0.025803	-0.0010199	0.0030537	0.017818	0.030899	-0.016931	-0.0068271	0.00089457	-0.00053898	-0.033831	0.0041313	-0.00040573	0.0036414	-0.001191	0.030448	-0.0045663	-0.015316	-0.0012671	0.02368	-0.0049073	0.013399	-0.03007	0.003031	-0.0017348	0.0057684	0.0052543	-0.0054164	0.0023656	0.00468	0.0019704	0.001136	0.0067071	-0.0017387	-0.0038419	0.0033905	0.001821	-0.012422	-0.0021496	-0.00064221	0.0018019	-0.0066321	0.0063959	-0.0035122	-0.0031279	-0.00014692	0.01312	-0.0021142	0.0047315	-0.0052481	0.014463	-0.00065394	0.00056392	0.00032739	0.00020573	0.0012716	-0.00035745	-0.00022954	0.001348	0.0012037	0.00023526	0.0012672	5.126e-05	-0.00096716	0.00015664	0.0022216	-0.0016346	-0.0021145	0.0012251	-0.00010244	-0.0028086	-0.0005892	-0.00044903	-0.00038895	-0.001348	0.0020405	-0.00011974	-5.0565e-05	-0.0042701	-0.00035467
1598	-35893	-2781.2	1452.9	707.81	2128.8	2453.8	-1975	-3241.7	1398.8	-838.97	-829.16	843.93	-278.22	-98.77	-460.06	393.79	280.74	-19.77	319.4	-723.4	219.3	-185.02	232.79	98.298	22.615	122.18	-10.803	110.06	-21.683	-221.38	-36.474	87.653	-64.746	327.19	141.95	43.046	-11.781	-13.678	72.23	3.9493	3.0558	-14.546	-90.706	-18.663	60.624	0.41376	41.779	92.243	15.041	-0.080483	-0.46641	7.3588	-6.5398	11.961	-8.3712	-1.3218	-11.94	-19.832	27.39	22.249	1.5932	-30.702	-10.559	0.95527	0.63158	1.1387	-1.4464	-2.1606	3.368	-1.3159	-0.20189	-4.678	-2.989	2.251	-7.5891	7.8221	2.7662	-1.8462	-0.87677	-18.959	0.1302	0.056126	0.47948	-0.45259	-0.13028	0.46632	-0.68024	0.053085	0.053854	0.3728	-1.6935	-2.7327	0.80837	1.2416	1.655	-1.3186	-1.2126	2.4342	-2.4341	0.06612	0.12149	-0.0048841	0.0086738	0.12638	-0.14829	-0.18677	0.21281	0.16743	-0.25552	-0.21591	0.18929	-0.11229	-0.28488	-0.12119	0.39907	0.92778	-0.58538	-0.93465	-0.013148	0.4442	0.043867	0.011126	0.031576	0.073375	0.038421	-0.021245	0.047801	-0.00027723	-0.015295	-0.071043	0.072535	-0.061829	-0.080538	0.045102	0.020776	-0.032602	0.016381	-0.014846	0.14713	0.077027	-0.20541	-0.19545	0.069056	0.017459	0.0062853	0.025122	-0.00066155	0.0030193	0.017492	0.030166	-0.015889	-0.0063415	0.0012198	-0.00029439	-0.032378	0.0042458	0.00011422	0.0048136	-0.0026431	0.029989	-0.0031533	-0.014278	-0.0031405	0.022815	-0.0044187	0.013349	-0.029462	0.0064319	-0.0015413	0.0055353	0.0051334	-0.0054854	0.0022739	0.0047235	0.0020046	0.0011746	0.006426	-0.0015648	-0.0037959	0.0033005	0.0017591	-0.012112	-0.0019848	-0.00086582	0.0018948	-0.0067478	0.0064322	-0.0031437	-0.0028589	-0.00035608	0.01238	-0.0023084	0.0049173	-0.0056885	0.014271	-0.00060114	0.00054659	0.00031388	0.00014722	0.0012332	-0.00036232	-0.00025682	0.0013584	0.0011855	0.00030139	0.001181	6.9199e-05	-0.00094351	0.0001519	0.0021247	-0.001543	-0.0020516	0.0012506	-0.0001182	-0.0027802	-0.00054445	-0.0004094	-0.00042581	-0.0012871	0.0019458	-0.00025386	-5.3281e-05	-0.0041618	-0.00052281
1600	-35862	-2821.3	1514.8	663.72	2117.2	2424.8	-2024	-3206.1	1369.3	-827.6	-828.12	830.62	-275.41	-105.38	-450.52	389.48	287.23	-14.245	321.7	-727.39	221.47	-185.01	236.09	90.91	25.63	123.86	-11.88	111.37	-20.644	-224.8	-31.17	86.308	-62.467	330.23	135.48	43.004	-11.209	-13.674	72.043	4.1117	-0.32496	-15.798	-89.728	-15.54	57.277	0.018056	42.904	91.04	14.602	0.18108	-0.44664	7.0241	-6.5043	11.812	-8.4283	-1.7154	-12.268	-18.231	27.82	21.03	1.3518	-30.728	-8.9785	0.88794	0.72707	1.0617	-1.4106	-2.0718	3.3749	-1.3028	-0.19841	-4.5193	-2.8503	2.174	-7.2942	7.7058	2.5564	-1.6285	-1.205	-18.412	0.11058	0.059921	0.47996	-0.39945	-0.11694	0.46035	-0.66585	0.039158	0.071068	0.34516	-1.6149	-2.6676	0.79267	1.2343	1.572	-1.3535	-1.1688	2.3463	-2.3993	0.054955	0.11566	-0.0024768	0.012214	0.12306	-0.12882	-0.17161	0.203	0.16088	-0.24967	-0.21073	0.17557	-0.10322	-0.26593	-0.11622	0.37949	0.90462	-0.5781	-0.93461	0.0035191	0.4297	0.041836	0.0098011	0.029298	0.07155	0.037435	-0.018911	0.046711	0.0020932	-0.011949	-0.070501	0.068103	-0.056468	-0.080173	0.040456	0.01922	-0.02956	0.020284	-0.019361	0.14564	0.079972	-0.20449	-0.18198	0.078673	0.017285	0.0056664	0.024423	-0.00029037	0.0029756	0.017178	0.029395	-0.014821	-0.0058429	0.001522	-3.2605e-05	-0.030943	0.0044071	0.00057574	0.0060169	-0.0041253	0.029516	-0.0017692	-0.013266	-0.0050058	0.02195	-0.0038742	0.013269	-0.02881	0.0098555	-0.0013485	0.0052977	0.0050053	-0.0055486	0.0021872	0.0047607	0.0020347	0.0012237	0.0061399	-0.001398	-0.0037486	0.0032138	0.0017001	-0.0118	-0.0018162	-0.0010888	0.0019874	-0.0068878	0.0064489	-0.0027946	-0.0026034	-0.00057319	0.01164	-0.002505	0.0050993	-0.0061235	0.014066	-0.00054936	0.00052821	0.00029949	8.8396e-05	0.0011954	-0.00036797	-0.00028448	0.0013691	0.0011665	0.00036832	0.001096	9.1207e-05	-0.0009205	0.00014585	0.0020277	-0.0014526	-0.0019871	0.0012768	-0.00013267	-0.0027584	-0.00050111	-0.00037112	-0.00046625	-0.0012255	0.0018492	-0.00039183	-5.2336e-05	-0.0040515	-0.00069144
1602	-35832	-2860.9	1577.1	620.25	2105	2395.9	-2070.5	-3169.6	1340.1	-816.3	-827.01	817.38	-272.53	-111.87	-440.65	385.23	293.64	-8.7217	323.92	-731.41	223.66	-185.19	239.2	83.388	28.614	125.53	-12.893	112.83	-19.7	-228.17	-25.977	84.96	-60.252	333.15	129	42.96	-10.648	-13.661	71.84	4.2926	-3.7195	-17.1	-88.736	-12.407	53.904	-0.3887	43.962	89.85	14.17	0.43447	-0.42965	6.6759	-6.4657	11.659	-8.469	-2.1212	-12.601	-16.631	28.241	19.797	1.1144	-30.759	-7.3772	0.82454	0.82002	0.98808	-1.3746	-1.9849	3.3795	-1.2891	-0.19756	-4.3575	-2.7138	2.0941	-7.0034	7.5882	2.35	-1.4014	-1.5318	-17.867	0.090448	0.064582	0.4798	-0.34734	-0.10326	0.45514	-0.6505	0.022828	0.088588	0.31603	-1.5367	-2.6001	0.77587	1.2254	1.4872	-1.3869	-1.1238	2.2583	-2.3629	0.043966	0.10978	-0.00042789	0.015844	0.1195	-0.10961	-0.15623	0.19294	0.15459	-0.24478	-0.20541	0.16185	-0.094107	-0.24656	-0.11105	0.35986	0.88094	-0.57007	-0.93493	0.020564	0.41494	0.039838	0.0084711	0.027038	0.06979	0.036257	-0.016663	0.04567	0.0044549	-0.0085984	-0.070037	0.06376	-0.051215	-0.079665	0.035781	0.017833	-0.026367	0.023993	-0.023955	0.14409	0.082897	-0.20369	-0.16854	0.088318	0.017087	0.0050481	0.023709	9.2208e-05	0.0029224	0.016873	0.028588	-0.013728	-0.005333	0.0018033	0.00024683	-0.029526	0.0046122	0.00098285	0.0072482	-0.0056353	0.029028	-0.00041492	-0.012281	-0.0068632	0.021087	-0.0032766	0.013163	-0.028116	0.013299	-0.0011567	0.0050561	0.0048707	-0.005606	0.002105	0.0047916	0.0020605	0.0012828	0.005849	-0.0012377	-0.0036996	0.0031302	0.0016441	-0.011486	-0.0016435	-0.0013107	0.0020794	-0.0070515	0.0064461	-0.0024647	-0.0023611	-0.00079858	0.010898	-0.0027034	0.0052777	-0.0065525	0.013849	-0.00049863	0.00050886	0.00028419	2.9368e-05	0.0011584	-0.00037439	-0.00031253	0.0013802	0.0011468	0.00043595	0.0010121	0.0001171	-0.00089815	0.00013842	0.0019303	-0.0013632	-0.0019209	0.0013036	-0.00014603	-0.0027429	-0.00045926	-0.00033405	-0.00050996	-0.0011635	0.0017506	-0.0005333	-4.7715e-05	-0.0039392	-0.0008604
1604	-35801	-2899.5	1638.9	577.49	2092.2	2367.1	-2114.2	-3132.4	1311.1	-805.06	-825.79	804.27	-269.64	-118.2	-430.4	381.03	299.95	-3.1968	326.04	-735.45	225.88	-185.57	242.08	75.732	31.566	127.19	-13.843	114.43	-18.851	-231.47	-20.904	83.604	-58.108	335.96	122.5	42.916	-10.098	-13.637	71.62	4.491	-7.1256	-18.452	-87.727	-9.2678	50.505	-0.80554	44.95	88.668	13.744	0.67976	-0.41538	6.3144	-6.4241	11.501	-8.4931	-2.5391	-12.939	-15.03	28.654	18.548	0.88199	-30.794	-5.7569	0.76518	0.91029	0.91775	-1.3384	-1.8997	3.3815	-1.2747	-0.1993	-4.1928	-2.5797	2.0112	-6.7169	7.4689	2.1468	-1.1651	-1.8569	-17.323	0.069806	0.070123	0.479	-0.2963	-0.089295	0.45076	-0.63411	0.0040849	0.10634	0.28547	-1.4587	-2.53	0.75801	1.215	1.4005	-1.4188	-1.0778	2.1701	-2.3247	0.033139	0.10386	0.0012693	0.019544	0.1157	-0.09069	-0.14066	0.18267	0.14857	-0.24086	-0.19995	0.14813	-0.084935	-0.22677	-0.10566	0.3402	0.85674	-0.56129	-0.9356	0.037961	0.39995	0.037873	0.0071299	0.024798	0.068101	0.034894	-0.014509	0.044675	0.0068135	-0.005243	-0.069645	0.059504	-0.046071	-0.07901	0.031078	0.016615	-0.023022	0.027503	-0.028623	0.14248	0.085793	-0.20297	-0.15513	0.097984	0.016865	0.0044302	0.02298	0.00048498	0.0028592	0.016577	0.027746	-0.012613	-0.0048134	0.0020658	0.0005443	-0.028127	0.0048584	0.0013389	0.0085047	-0.0071711	0.028523	0.0009085	-0.011323	-0.0087126	0.020226	-0.0026282	0.013033	-0.027382	0.016761	-0.00096652	0.0048108	0.0047304	-0.005658	0.0020273	0.0048158	0.0020818	0.0013514	0.0055534	-0.0010834	-0.0036489	0.0030498	0.0015911	-0.011171	-0.0014666	-0.0015307	0.0021709	-0.0072383	0.0064237	-0.0021539	-0.0021318	-0.0010327	0.010156	-0.0029032	0.0054529	-0.0069746	0.013621	-0.00044898	0.00048861	0.0002679	-2.9758e-05	0.0011223	-0.00038151	-0.00034099	0.0013914	0.0011265	0.00050421	0.00092953	0.00014675	-0.00087648	0.00012953	0.0018328	-0.0012749	-0.001853	0.0013309	-0.00015839	-0.0027336	-0.00041898	-0.00029805	-0.0005567	-0.0011014	0.0016503	-0.00067797	-3.937e-05	-0.003825	-0.0010295
1606	-35770	-2936.3	1699.7	535.51	2078.8	2338.3	-2154.5	-3094.4	1282.3	-793.88	-824.48	791.32	-266.8	-124.33	-419.66	376.89	306.18	2.3306	328.06	-739.5	228.1	-186.17	244.67	67.948	34.486	128.84	-14.735	116.18	-18.099	-234.69	-15.961	82.236	-56.042	338.62	115.97	42.871	-9.5591	-13.605	71.38	4.7059	-10.541	-19.851	-86.699	-6.1263	47.085	-1.2313	45.869	87.491	13.324	0.91701	-0.40377	5.9397	-6.3795	11.34	-8.5004	-2.9688	-13.281	-13.431	29.057	17.286	0.65542	-30.833	-4.119	0.70996	0.99773	0.85071	-1.3019	-1.8164	3.3807	-1.2597	-0.2036	-4.0253	-2.4478	1.9255	-6.4346	7.3477	1.9469	-0.91973	-2.1799	-16.781	0.048659	0.076559	0.47754	-0.24637	-0.075127	0.44723	-0.61662	-0.017081	0.12425	0.25353	-1.3809	-2.4575	0.73913	1.2031	1.3118	-1.4492	-1.0307	2.0817	-2.2845	0.02246	0.097884	0.0026217	0.023297	0.11165	-0.072077	-0.1249	0.17221	0.14283	-0.2379	-0.19433	0.13442	-0.07569	-0.20656	-0.10006	0.32051	0.832	-0.55178	-0.93658	0.055683	0.38474	0.03594	0.0057713	0.022578	0.066485	0.03335	-0.012458	0.043723	0.0091745	-0.0018834	-0.069319	0.055334	-0.041038	-0.078205	0.026346	0.015566	-0.019525	0.030811	-0.033364	0.14081	0.088649	-0.20235	-0.14176	0.10766	0.016621	0.0038129	0.022239	0.00088676	0.0027857	0.016289	0.02687	-0.011477	-0.004286	0.0023112	0.0008602	-0.026746	0.0051434	0.0016473	0.009784	-0.0087307	0.028	0.0022001	-0.010391	-0.010554	0.01937	-0.0019313	0.012882	-0.026607	0.020237	-0.00077828	0.004562	0.0045848	-0.0057047	0.0019539	0.0048333	0.0020983	0.0014294	0.0052533	-0.00093466	-0.0035964	0.0029725	0.0015412	-0.010853	-0.0012853	-0.0017484	0.0022619	-0.007448	0.0063815	-0.001862	-0.0019153	-0.0012759	0.009413	-0.0031041	0.0056251	-0.0073891	0.013383	-0.00040044	0.00046751	0.00025055	-8.8875e-05	0.0010872	-0.00038931	-0.00036987	0.0014026	0.0011054	0.00057301	0.00084821	0.00018001	-0.00085552	0.00011906	0.001735	-0.0011878	-0.0017833	0.0013587	-0.00016984	-0.0027302	-0.00038034	-0.00026298	-0.00060619	-0.0010393	0.0015482	-0.00082554	-2.7251e-05	-0.0037089	-0.0011986
1608	-35740	-2970.5	1759	494.4	2064.9	2309.5	-2190.9	-3055.5	1254	-782.74	-823.02	778.61	-264.05	-130.22	-408.36	372.8	312.34	7.865	329.98	-743.57	230.32	-187	246.92	60.039	37.371	130.49	-15.572	118.07	-17.44	-237.82	-11.156	80.851	-54.059	341.11	109.42	42.826	-9.0298	-13.564	71.12	4.9363	-13.964	-21.295	-85.647	-2.9858	43.644	-1.6647	46.715	86.315	12.911	1.1463	-0.39482	5.5522	-6.3318	11.174	-8.4909	-3.4102	-13.626	-11.832	29.447	16.009	0.43571	-30.874	-2.4651	0.659	1.0822	0.78689	-1.265	-1.7352	3.3769	-1.244	-0.21045	-3.8552	-2.3182	1.8373	-6.1567	7.2242	1.7499	-0.66548	-2.5006	-16.24	0.027009	0.083902	0.47542	-0.19759	-0.060824	0.44461	-0.59795	-0.040683	0.14224	0.22028	-1.3034	-2.3824	0.71929	1.1897	1.2209	-1.4782	-0.98253	1.993	-2.2422	0.011913	0.091868	0.0036362	0.027085	0.10734	-0.053799	-0.10899	0.16158	0.13736	-0.23589	-0.18855	0.12073	-0.06635	-0.1859	-0.094236	0.30082	0.80669	-0.54153	-0.93785	0.073702	0.36936	0.03404	0.004389	0.020377	0.064946	0.031632	-0.010518	0.042811	0.011543	0.0014798	-0.069055	0.05125	-0.036119	-0.077245	0.021587	0.014689	-0.015876	0.033914	-0.038175	0.13907	0.091456	-0.2018	-0.12844	0.11734	0.016357	0.0031961	0.021485	0.0012963	0.0027013	0.016007	0.02596	-0.010322	-0.0037525	0.0025416	0.0011949	-0.025383	0.0054649	0.0019115	0.011083	-0.010312	0.027458	0.0034588	-0.0094874	-0.012386	0.018518	-0.0011882	0.012712	-0.025791	0.023727	-0.00059245	0.0043101	0.0044345	-0.0057463	0.0018847	0.0048438	0.00211	0.0015163	0.0049487	-0.000791	-0.0035419	0.0028983	0.0014946	-0.010534	-0.0010994	-0.0019631	0.0023522	-0.00768	0.0063197	-0.001589	-0.0017112	-0.0015287	0.0086706	-0.0033054	0.0057944	-0.0077951	0.013133	-0.00035303	0.00044559	0.00023207	-0.00014788	0.0010532	-0.00039775	-0.00039919	0.0014138	0.0010837	0.00064225	0.00076822	0.00021673	-0.00083529	0.00010692	0.001637	-0.0011018	-0.0017116	0.0013869	-0.00018047	-0.0027324	-0.00034339	-0.00022869	-0.00065813	-0.00097752	0.0014445	-0.00097569	-1.1322e-05	-0.0035909	-0.0013674
