1892
  1   0    -3.15957E+04      0.00000E+00
  1   1    -2.35066E+03      5.93847E+03
  2   0    -5.98597E+02      0.00000E+00
  2   1     2.95260E+03     -9.19276E+02
  2   2     7.71229E+02      1.27005E+03
  3   0     1.05842E+03      0.00000E+00
  3   1    -1.45510E+03     -3.40721E+02
  3   2     1.30589E+03     -1.96655E+01
  3   3     4.98250E+02      5.78260E+02
  4   0     8.60057E+02      0.00000E+00
  4   1     6.25486E+02      2.43840E+02
  4   2     5.92716E+02     -1.27187E+02
  4   3    -3.27674E+02     -1.78022E+02
  4   4     1.37832E+02     -1.01249E+02
  5   0    -1.60663E+02      0.00000E+00
  5   1     3.54901E+02     -2.79525E+02
  5   2     2.97581E+02      1.74843E+01
  5   3     6.42205E+00     -9.24280E+00
  5   4    -5.32946E+01     -1.18777E+02
  5   5     8.83732E+01      4.37515E+00
  6   0     4.19096E+01      0.00000E+00
  6   1     5.96580E+01      2.81553E+01
  6   2    -4.10540E+01      7.19573E+01
  6   3    -1.94163E+02     -3.50837E+01
  6   4    -7.16652E+01     -5.54714E+01
  6   5     5.43910E+01      5.98202E+01
  6   6    -3.50447E+01     -7.12448E+01
  7   0     6.78407E+01      0.00000E+00
  7   1    -4.44695E+01     -4.08874E+01
  7   2    -1.02812E+01     -1.37872E+00
  7   3     3.92957E+01      2.17097E+01
  7   4    -3.88962E+01     -3.77237E+01
  7   5    -4.48461E+01      9.00624E+00
  7   6     3.81973E+00     -2.89614E+00
  7   7     2.86260E+01     -3.79003E+01
  8   0     1.18418E+01      0.00000E+00
  8   1     4.79167E+00      2.19612E+00
  8   2    -9.36733E+00     -2.14483E+01
  8   3    -1.52919E+01      1.40856E+01
  8   4     2.64586E+00     -3.66407E-01
  8   5     2.22641E+00      9.94254E+00
  8   6    -1.94767E+01      3.35005E+00
  8   7    -2.23126E+00     -5.55662E+00
  8   8     1.75945E+00      2.79224E+00
  9   0     2.79598E+00      0.00000E+00
  9   1     8.45832E+00     -6.54417E+00
  9   2     5.96942E-02      5.03146E+00
  9   3    -4.70324E+00      1.93895E+00
  9   4     2.14173E+00     -2.04016E-01
  9   5     4.89341E+00      1.33428E+01
  9   6    -6.80249E-01      6.47248E+00
  9   7    -6.81022E+00      1.91804E+00
  9   8    -7.64274E+00     -5.53840E+00
  9   9     1.12415E+00      1.22159E+01
 10   0    -3.11442E+00      0.00000E+00
 10   1     9.24435E-01      1.66403E+00
 10   2    -8.85786E-01      2.48520E+00
 10   3    -1.50160E+00     -5.94254E-02
 10   4     1.35233E+00     -1.70015E+00
 10   5     3.47734E+00      2.36966E+00
 10   6     3.04757E+00      1.13924E+00
 10   7     8.46467E-02     -1.69530E+00
 10   8    -4.96566E-01      1.33918E+00
 10   9     1.13216E+00      1.74034E+00
 10  10     3.86382E+00      2.85288E+00
 11   0     1.32678E-01      0.00000E+00
 11   1    -1.25447E+00      8.16551E-01
 11   2    -1.55120E-01      1.46644E+00
 11   3     9.01554E-01      1.19030E-01
 11   4     9.92403E-01     -9.55843E-01
 11   5     1.08386E+00     -5.74091E-01
 11   6    -4.33152E-01      7.28562E-01
 11   7     4.84177E-01     -7.79159E-01
 11   8     1.64445E+00     -1.04856E-01
 11   9     1.11012E+00      4.26884E-01
 11  10    -2.19614E-01      8.01084E-01
 11  11     9.26029E-01      4.45499E-01
 12   0    -4.23878E-02      0.00000E+00
 12   1    -7.27646E-02      4.22885E-01
 12   2    -4.45768E-01      2.09509E-01
 12   3     1.34225E-01      4.07499E-01
 12   4    -1.63644E-01      6.17966E-02
 12   5     3.70063E-01     -3.40228E-02
 12   6    -4.54919E-01     -1.84078E-01
 12   7    -1.00427E-01     -6.44691E-01
 12   8    -9.01310E-02     -8.53954E-02
 12   9     3.45320E-01      1.11975E-01
 12  10     4.26726E-01     -1.54410E-02
 12  11    -4.26137E-01      3.44526E-01
 12  12    -4.03437E-01      1.58049E-01
 13   0     2.51462E-02      0.00000E+00
 13   1    -2.86903E-03      6.63895E-02
 13   2    -5.08295E-02     -2.87493E-02
 13   3    -3.55610E-02     -1.90096E-02
 13   4    -9.56645E-02      7.72607E-02
 13   5     1.36859E-01      6.82482E-02
 13   6    -1.80054E-01     -1.25862E-02
 13   7    -7.55134E-02      7.08951E-02
 13   8     2.13674E-02     -2.80273E-02
 13   9     4.60743E-02      1.54430E-01
 13  10     1.57872E-01      1.70592E-03
 13  11    -3.73786E-02      1.00325E-01
 13  12    -9.66735E-02     -8.84853E-03
 13  13    -2.00276E-02     -2.51938E-02
 14   0     2.84962E-02      0.00000E+00
 14   1     1.61760E-02      2.44517E-02
 14   2    -4.64308E-04     -3.86199E-02
 14   3    -7.96808E-03     -1.89832E-02
 14   4    -1.66478E-02     -3.28056E-03
 14   5     3.49064E-03      1.10897E-02
 14   6    -4.10372E-02      2.67426E-02
 14   7    -2.88543E-02      3.79032E-02
 14   8     7.76274E-03     -1.11456E-02
 14   9    -1.71366E-02      2.10141E-02
 14  10     3.60676E-02      1.68422E-02
 14  11    -2.37572E-02     -6.32794E-04
 14  12    -7.01271E-02      2.51259E-03
 14  13     4.36775E-03      4.69983E-04
 14  14    -7.42259E-05      2.25619E-02
