           1  1.681581176098105E-002
           2  2.452423091004626E-002
           3  1.015694248127592E-002
           4  5.000975105434909E-003
           5  1.147900903213860E-003
           6  5.041721044019392E-004
           7  2.292564235833436E-004
           8  3.774431731822616E-005
           9  6.722625414357972E-006
          10  2.631539974337224E-006
          11  7.928489524127811E-007
          12  1.821964761296825E-007
          13  3.509035979506951E-008
          14  5.998507974414113E-009
          15  9.414479181167351E-010
          16  1.385601244119351E-010
          17  1.939407167668974E-011
          18  2.607001606649097E-012
          19  3.389564472537953E-013
          20  4.285420055204126E-014
          21  5.290236352992461E-015
          22  6.333796246403176E-016
          23  7.426768905612862E-017
          24  8.841395537036753E-018
          25  1.134665151226570E-018
          26  1.298303859583110E-019
          27  1.629295260270816E-020
          28  1.914496045020363E-021
          29  1.177289687820178E-022
