           1   1078278.91059407     
           2  1.247952426265543E-022
           3   8626231.28475246     
           4  1.282715375999326E-021
           5  6.047054769002108E-018
           6  6.023568044108495E-021
           7  4.937717072824048E-016
           8  1.951601073469286E-020
           9  1.514449325288718E-015
          10  4.879980790494984E-020
          11  5.049520594132178E-016
          12  9.212137924396807E-020
          13  1.348008886417042E-015
          14  1.570861050762811E-019
          15  1.067969544635959E-014
          16  2.587903188700281E-019
          17  1.298292535938446E-014
          18  4.276905839608015E-019
          19  8.600371749274138E-016
          20  6.778258807099689E-019
          21  1.402029441694346E-014
          22  1.044145129567854E-018
          23  5.213234652317102E-014
          24  1.588912571091685E-018
          25  1.792753134088626E-014
          26  5.413813633760825E-019
