   time:   -36000.0000000000     
           1           0  -16837.9615405864       0.000000000000000E+000
           1           1   215.051692398379       -163.411341339688     
           2           0  -470.372311460254       0.000000000000000E+000
           2           1  -1144.55439113143        1145.49647210742     
           2           2  -320.730813392032        821.343937795409     
           3           0  -989.963796294071       0.000000000000000E+000
           3           1  -41.1691568870954        19.4775749425157     
           3           2  -141.100397045061        191.645893089464     
           3           3   267.985590945503       -427.460370726898     
           4           0   179.031846209181       0.000000000000000E+000
           4           1  -201.232867911314       -647.079736468756     
           4           2   1.83445859274770       -58.1765518086689     
           4           3   326.286272486940       -167.931405721654     
           4           4  -216.947532488295       -149.635970408253     
           5           0   21.4956011262920       0.000000000000000E+000
           5           1  -38.5210607936384       -73.2799645887964     
           5           2  -99.8389505895288        130.269648717381     
           5           3   90.9610972399685       -273.466426103945     
           5           4  -147.997693235575        36.5990729453409     
           5           5  -47.6737972990721       -5.37142134625694     
           6           0  -20.1621464424412       0.000000000000000E+000
           6           1  -32.8403846639068        33.5652381218831     
           6           2  -20.6126501753095        18.1699595629017     
           6           3  -35.0080142991022       -4.08267371178192     
           6           4  -39.8935796243898        24.1186497969977     
           6           5  0.115530796958537       -5.62297234421387     
           6           6  -7.02489302189933        13.0063767291349     
           7           0  -2.11157915248419       0.000000000000000E+000
           7           1  -1.51896428036569        10.5870931652970     
           7           2  -5.77831888204981       -2.97979600705778     
           7           3   6.28712958915591        2.34341992285108     
           7           4  -12.4587928977973       0.664180711705955     
           7           5  -5.00899432187914        17.7676596091377     
           7           6   12.9502866578125        6.05039750355112     
           7           7 -0.105622362936738       -2.63573821037650     
           8           0  0.215409646522817       0.000000000000000E+000
           8           1   2.37969981443233        2.23915638962556     
           8           2  0.568887004371004      -7.239180934325976E-002
           8           3   1.01332857465544        3.74814131715386     
           8           4   2.92951493970526       0.122901456564244     
           8           5  0.729222488800125        1.92733629086846     
           8           6   3.58929457981331       0.736076950316719     
           8           7 -0.472941095086922       0.146701030927585     
           8           8  0.952466191946203      -0.636323177373021     
           9           0  0.730485108172061       0.000000000000000E+000
           9           1  0.345825566635969      -0.359007345799451     
           9           2  0.819567745528287      -8.406297458887324E-003
           9           3  8.479457925072983E-002  0.973099393413754     
           9           4  0.107355073332424      -0.302149418270042     
           9           5  0.166806039842276        1.44936322725791     
           9           6   1.98818042850133      -0.472345437503173     
           9           7 -0.423334773926312       -1.33409886840386     
           9           8 -1.966843991388332E-002 -5.351025641021093E-002
           9           9 -0.101496448313806      -3.018124628851336E-003
          10           0  0.217498640955220       0.000000000000000E+000
          10           1  3.299170350123029E-002 -0.244436773084921     
          10           2  9.840950431665153E-002  2.827211559931611E-002
          10           3 -9.602537134346632E-003 -0.133673910304900     
          10           4  0.191983529391885      -3.409800602785200E-002
          10           5 -3.317328852840191E-002 -0.295559628947920     
          10           6  0.112632977346051       7.436159419190709E-002
          10           7  1.565228058226215E-002 -0.206443881991962     
          10           8 -0.109696219277399      -0.174717243013876     
          10           9 -1.819952568237266E-002  8.958664336181282E-002
          10          10 -2.671289906575122E-002 -2.974061811881648E-002
