OPTIMAL FLOW WITH TARGET RMS   1.30E+01     LMAX_U  25 LMAX_B  1
  1   0     6.74768E-18      0.00000E+00     -1.13010E-36      0.00000E+00
  1   1     0.00000E+00     -2.42165E-37     -1.70590E-21      3.61182E-03
  2   0     5.16619E-35      0.00000E+00     -1.20585E-19      0.00000E+00
  2   1    -2.08529E-03     -4.59942E-19      7.62372E-37      1.93887E-20
  2   2     4.30516E-36      3.52037E-36     -6.16187E-20     -2.12722E-18
  3   0    -7.34357E-19      0.00000E+00      1.44402E-36      0.00000E+00
  3   1    -3.61923E-20      3.13918E-36     -1.39894E-19     -3.57046E-16
  3   2     9.00939E-18     -1.03405E-18     -8.78970E-37     -4.01815E-36
  3   3     2.81270E-35     -9.84133E-36     -1.79471E-19     -1.34540E-18
  4   0    -1.23989E-34      0.00000E+00     -2.46413E-20      0.00000E+00
  4   1     6.06598E-16     -9.45304E-20      0.00000E+00      1.39599E-20
  4   2    -3.40969E-35      5.37607E-36     -2.14136E-19     -1.87096E-18
  4   3     9.21239E-18     -1.70227E-18     -3.83832E-36      1.06553E-35
  4   4    -2.02874E-35     -4.06989E-36     -1.50062E-19     -9.65331E-19
  5   0    -1.37725E-19      0.00000E+00     -7.89279E-37      0.00000E+00
  5   1     5.11862E-20     -5.24871E-36     -5.93787E-20      5.19256E-18
  5   2     3.09255E-18     -3.94110E-19     -1.69695E-36      7.57708E-35
  5   3    -7.35608E-35      2.25537E-35     -2.79040E-19     -1.53559E-18
  5   4     1.04254E-17     -9.59261E-19      9.66867E-37     -2.24254E-35
  5   5    -3.39421E-35      9.91484E-37     -2.87571E-20     -7.44366E-19
  6   0    -1.70566E-35      0.00000E+00     -1.29659E-20      0.00000E+00
  6   1     8.47293E-16     -4.78357E-20      5.33020E-37      0.00000E+00
  6   2     6.39624E-36     -2.77587E-35     -1.11447E-19     -9.99788E-19
  6   3     4.22143E-18     -8.02944E-19      0.00000E+00      1.06604E-36
  6   4     7.16245E-36     -3.21103E-35     -1.33162E-19     -1.36347E-18
  6   5     1.13325E-17     -1.96826E-18     -2.37100E-37     -2.47979E-36
  6   6     1.39274E-35      2.56328E-35     -8.22225E-20     -5.72888E-19
  7   0     1.20543E-19      0.00000E+00      7.49559E-37      0.00000E+00
  7   1    -3.73925E-20     -7.49559E-36     -3.07846E-20      2.32889E-16
  7   2     1.42327E-18     -1.62082E-19      2.82526E-36      3.32112E-35
  7   3     1.63750E-35     -1.40686E-35     -1.78260E-19     -9.38289E-19
  7   4     5.87918E-18     -5.27171E-19      2.73877E-37     -3.11355E-36
  7   5     1.40915E-34     -3.32372E-35     -1.96945E-19     -1.22470E-18
  7   6     1.32569E-17     -4.05380E-18      1.39439E-36     -3.04846E-37
  7   7    -4.73946E-35      8.71817E-36     -3.55630E-20     -4.19434E-19
  8   0     6.50557E-35      0.00000E+00     -5.35498E-21      0.00000E+00
  8   1     3.06631E-16     -1.21013E-20      1.62639E-36      0.00000E+00
  8   2     2.00046E-34      3.06474E-35     -7.99814E-20     -5.35146E-19
  8   3     2.44074E-18     -4.81050E-19     -4.06598E-36     -8.94517E-36
  8   4     7.70504E-35      1.23250E-35     -8.87720E-20     -9.73187E-19
  8   5     6.94221E-18     -1.27552E-18     -6.73032E-37      6.48652E-36
  8   6     3.92252E-35     -2.10596E-35     -3.43909E-19     -1.20702E-18
  8   7     1.02217E-17     -2.95900E-18     -2.52120E-37     -3.45295E-36
  8   8     9.89776E-36     -2.67152E-35     -1.54988E-19     -4.23654E-19
  9   0    -2.87879E-19      0.00000E+00     -1.36330E-36      0.00000E+00
  9   1    -1.11334E-19     -1.67232E-35     -2.06744E-20      2.48839E-16
  9   2     8.98136E-19     -7.45812E-20     -1.99951E-36     -1.74502E-35
  9   3     4.76246E-34     -1.44055E-35     -1.06911E-19     -5.95617E-19
  9   4     3.57308E-18     -3.31859E-19     -1.70413E-37      3.92631E-35
  9   5     1.23004E-34     -4.18847E-35     -1.53599E-19     -9.52630E-19
  9   6     9.08672E-18     -2.77815E-18      1.84303E-36     -1.09348E-37
  9   7    -1.83608E-34      5.55455E-35     -2.06671E-19     -8.00661E-19
  9   8     1.16694E-17     -4.88710E-18     -3.96155E-36     -1.67877E-36
  9   9    -6.56464E-35      1.24047E-35     -1.55259E-19     -3.35746E-19
 10   0    -8.41620E-35      0.00000E+00      1.80437E-21      0.00000E+00
 10   1    -5.91817E-16     -1.43683E-20     -4.93136E-37      5.92237E-21
 10   2    -1.28873E-34     -2.79444E-36     -4.43644E-20     -3.97083E-19
 10   3     1.66385E-18     -3.19885E-19     -3.36977E-36     -1.05202E-35
 10   4    -4.60261E-36     -5.06390E-35     -6.49289E-20     -6.62175E-19
 10   5     4.82225E-18     -9.34365E-19     -1.85697E-36      6.43132E-36
 10   6    -2.61088E-34     -1.15017E-34     -2.96958E-19     -1.00313E-18
 10   7     7.45601E-18     -2.17895E-18      1.77487E-36     -3.55953E-35
 10   8     1.72584E-34     -2.76771E-35     -3.34882E-19     -8.14037E-19
 10   9     1.16587E-17     -3.94656E-18      2.30722E-37      9.12749E-36
 10  10    -5.54035E-35      1.95357E-35     -1.15204E-19     -3.13909E-19
 11   0     1.34888E-19      0.00000E+00     -3.00057E-37      0.00000E+00
 11   1     2.27024E-19     -6.00113E-36     -1.37848E-20      1.01788E-16
 11   2     6.26263E-19     -3.08190E-20      1.42527E-36     -1.92036E-35
 11   3     1.08020E-35     -2.76802E-35     -7.68257E-20     -4.11828E-19
 11   4     2.49838E-18     -2.23125E-19      1.59405E-36     -6.90130E-36
 11   5     2.66150E-34      1.90507E-35     -1.17593E-19     -6.98957E-19
 11   6     6.43926E-18     -1.93012E-18     -1.13898E-36      5.48775E-36
 11   7    -1.93381E-34     -1.03163E-34     -1.94418E-19     -7.02843E-19
 11   8     9.08320E-18     -3.81188E-18      4.02833E-36     -2.34543E-35
 11   9     9.96791E-35     -5.04256E-37     -2.50486E-19     -7.05602E-19
 11  10     1.46177E-17     -4.82540E-18      3.33214E-37     -1.92530E-36
 11  11    -1.88602E-34      2.87285E-35     -1.59149E-19     -2.11248E-19
 12   0    -3.88568E-34      0.00000E+00     -3.85088E-21      0.00000E+00
 12   1    -1.13215E-15     -6.98292E-21     -4.13958E-37      1.49144E-20
 12   2    -2.19674E-34      1.13148E-35     -2.86029E-20     -2.73791E-19
 12   3     1.21574E-18     -2.02143E-19      1.65583E-36     -8.83110E-36
 12   4     3.69802E-35     -4.95024E-35     -5.16483E-20     -4.86872E-19
 12   5     3.39054E-18     -6.02175E-19     -2.08488E-36      1.49715E-35
 12   6    -8.91410E-35      6.34815E-35     -2.31383E-19     -7.81878E-19
 12   7     5.55780E-18     -1.54501E-18     -1.04712E-36      1.49332E-36
 12   8     5.01090E-34      1.38025E-34     -3.11530E-19     -7.39008E-19
 12   9     9.40581E-18     -3.16539E-18      2.07295E-36     -2.59264E-36
 12  10    -4.02819E-34     -1.24511E-34     -2.56653E-19     -7.65882E-19
 12  11     1.10591E-17     -4.56042E-18     -2.49659E-36      3.88800E-36
 12  12    -1.34272E-34      3.19509E-35     -8.74700E-20     -1.88789E-19
 13   0    -1.02575E-19      0.00000E+00      2.55471E-37      0.00000E+00
 13   1    -6.32797E-21      5.10942E-36     -1.24783E-20     -8.24108E-17
 13   2     6.17135E-19     -5.87108E-20     -5.10942E-37     -8.17507E-36
 13   3     5.92693E-35      2.29605E-35     -5.86012E-20     -3.03125E-19
 13   4     1.89658E-18     -1.40512E-19     -1.46896E-36      4.59848E-36
 13   5     1.08575E-34      4.69528E-36     -9.24700E-20     -5.26884E-19
 13   6     4.71436E-18     -1.38494E-18     -4.51116E-36      6.73006E-36
 13   7     3.24985E-35     -9.99011E-35     -1.59873E-19     -5.67751E-19
 13   8     6.83237E-18     -2.83996E-18      5.23106E-36     -1.06480E-35
 13   9    -4.53741E-34      1.16442E-36     -2.33469E-19     -6.74958E-19
 13  10     1.21353E-17     -4.03886E-18      2.91887E-37     -4.92033E-36
 13  11    -3.91780E-35     -3.80351E-35     -2.45142E-19     -5.28203E-19
 13  12     8.56942E-18     -4.84885E-18      1.16686E-36     -3.38240E-37
 13  13     3.89160E-35      8.33707E-36     -1.26241E-19     -1.01434E-19
 14   0     6.08791E-35      0.00000E+00     -1.79335E-21      0.00000E+00
 14   1    -8.58318E-16     -9.07148E-21     -4.75618E-37     -4.28398E-21
 14   2     2.29723E-34      3.32932E-36     -2.69767E-20     -1.53222E-19
 14   3     7.40380E-19     -1.64905E-19      1.90247E-36     -7.60988E-36
 14   4    -2.90127E-34      1.14148E-35     -3.26481E-20     -3.84915E-19
 14   5     2.41036E-18     -4.12299E-19      1.74269E-36     -2.61590E-36
 14   6     9.43804E-36     -1.57507E-35     -1.91519E-19     -6.18884E-19
 14   7     4.14530E-18     -1.15340E-18      2.76911E-36      1.49745E-36
 14   8     6.09388E-35      3.54743E-35     -2.60896E-19     -6.30244E-19
 14   9     7.41319E-18     -2.44758E-18      3.76342E-36      3.86160E-36
 14  10     9.06775E-34      4.62288E-35     -2.53471E-19     -7.68322E-19
 14  11     9.58970E-18     -3.95516E-18      1.23914E-36     -9.26738E-37
 14  12    -1.88210E-34     -4.60613E-35     -2.12182E-19     -3.90247E-19
 14  13     7.84602E-18     -6.41116E-18     -4.05187E-36      2.54571E-36
 14  14     3.07631E-35     -7.55976E-35     -1.49429E-19     -1.30357E-19
 15   0    -3.13016E-19      0.00000E+00      6.67300E-37      0.00000E+00
 15   1    -2.95516E-19      3.11407E-35     -5.99585E-21     -1.83232E-16
 15   2     5.01809E-19     -4.03859E-20     -1.11217E-37      0.00000E+00
 15   3     2.88274E-34     -3.44633E-35     -4.08648E-20     -2.50057E-19
 15   4     1.44515E-18     -1.59612E-19      1.94629E-36      1.11217E-35
 15   5    -3.08737E-34     -8.92861E-36     -6.75164E-20     -4.21772E-19
 15   6     3.68923E-18     -1.01958E-18      3.99250E-36      2.50933E-35
 15   7     2.06802E-35     -4.06303E-36     -1.30801E-19     -4.66969E-19
 15   8     5.22507E-18     -2.29085E-18      2.87537E-36     -3.13541E-36
 15   9     2.13627E-34      1.96585E-35     -1.99957E-19     -5.83819E-19
 15  10     9.76537E-18     -3.29754E-18     -2.97442E-36      1.42454E-35
 15  11    -1.93842E-34      1.96200E-34     -2.42633E-19     -5.39121E-19
 15  12     7.51026E-18     -4.25771E-18      1.81898E-36     -1.70499E-36
 15  13    -5.45833E-35     -5.79675E-35     -2.63238E-19     -2.94255E-19
 15  14     1.09040E-17     -7.53183E-18     -2.98649E-36      3.89119E-36
 15  15    -9.50477E-35      5.68833E-36     -7.46486E-20     -1.31033E-19
 16   0    -9.35992E-35      0.00000E+00     -4.32622E-21      0.00000E+00
 16   1     6.30023E-17     -2.26150E-20      2.92498E-36     -3.76369E-21
 16   2     2.97512E-34     -3.71890E-35     -1.89621E-20     -1.62847E-19
 16   3     6.07054E-19     -1.36987E-19     -1.46249E-36     -1.00285E-35
 16   4    -3.20703E-34     -4.64862E-35     -2.14419E-20     -2.86370E-19
 16   5     2.05081E-18     -3.28634E-19     -1.59307E-36      5.22317E-36
 16   6     4.25662E-34     -2.62586E-34     -1.48800E-19     -4.86447E-19
 16   7     3.19464E-18     -9.74727E-19     -1.51278E-36      5.73651E-36
 16   8    -3.67798E-35      1.12427E-34     -2.09902E-19     -5.16365E-19
 16   9     5.77587E-18     -2.01791E-18     -1.29600E-36     -8.35414E-36
 16  10    -1.80581E-34      1.46150E-34     -2.32216E-19     -6.84318E-19
 16  11     7.99304E-18     -3.28390E-18     -1.32208E-37     -3.26747E-36
 16  12    -7.01351E-35      5.15115E-35     -2.17730E-19     -4.00789E-19
 16  13     7.08777E-18     -5.76054E-18     -7.17099E-36     -7.20693E-36
 16  14     2.21154E-34     -1.99983E-34     -2.86926E-19     -3.78890E-19
 16  15     1.06233E-17     -8.27898E-18     -1.35334E-36      9.68436E-37
 16  16    -1.23569E-34      5.77312E-35     -6.13117E-20     -1.64346E-19
 17   0    -1.83705E-19      0.00000E+00     -5.90904E-37      0.00000E+00
 17   1    -1.70317E-19      9.45447E-36     -3.43765E-21     -1.54917E-16
 17   2     6.57051E-19     -4.61824E-20      2.36362E-36      0.00000E+00
 17   3     4.45148E-34      2.46703E-35     -3.44502E-20     -1.78361E-19
 17   4     1.06417E-18     -1.04925E-19      1.87120E-36     -2.36362E-35
 17   5    -8.70599E-35     -6.71477E-35     -6.08704E-20     -3.41201E-19
 17   6     2.82196E-18     -8.82798E-19      1.62499E-36      2.70831E-36
 17   7     2.11174E-34      5.01473E-35     -1.02327E-19     -3.80110E-19
 17   8     4.25634E-18     -1.78029E-18      3.35894E-36     -1.12472E-35
 17   9    -2.85133E-34      8.64292E-35     -1.63118E-19     -4.98250E-19
 17  10     7.93278E-18     -2.62006E-18      2.64462E-36     -2.01147E-35
 17  11    -1.56526E-36     -2.76591E-35     -2.16948E-19     -4.96739E-19
 17  12     6.48715E-18     -3.53969E-18      1.21146E-35     -5.25071E-37
 17  13    -2.73336E-35      5.65465E-35     -2.76210E-19     -3.24488E-19
 17  14     9.94301E-18     -6.89087E-18     -1.45184E-35      4.84572E-36
 17  15     7.52536E-36      6.27960E-35     -2.54474E-19     -3.44812E-19
 17  16     1.08342E-17     -8.21555E-18     -2.38461E-37     -2.99254E-36
 17  17     3.47071E-35     -7.42744E-36     -1.36202E-19     -1.55262E-19
 18   0     1.66929E-34      0.00000E+00     -7.09954E-24      0.00000E+00
 18   1     9.97382E-16     -3.58191E-20      1.67675E-36     -1.34247E-20
 18   2     7.15412E-35      2.90636E-35     -1.62978E-20     -1.24953E-19
 18   3     6.60865E-19     -1.00378E-19      1.11783E-36     -1.19235E-35
 18   4     1.98974E-34     -4.69489E-35     -1.96800E-20     -2.21155E-19
 18   5     1.63645E-18     -2.86182E-19      2.99835E-36     -1.68606E-35
 18   6    -1.56543E-34     -3.33967E-35     -1.23106E-19     -3.96369E-19
 18   7     2.59947E-18     -7.53389E-19      3.26216E-37     -8.45360E-36
 18   8    -2.95856E-34      5.21995E-35     -1.83810E-19     -4.29925E-19
 18   9     4.64109E-18     -1.51921E-18      2.63444E-36      4.30355E-36
 18  10     1.66006E-34      5.45328E-35     -1.97514E-19     -5.89892E-19
 18  11     6.59625E-18     -2.69948E-18     -1.34160E-36      8.53520E-36
 18  12     9.58436E-35     -8.83090E-35     -2.02645E-19     -3.73339E-19
 18  13     6.12503E-18     -4.88126E-18     -1.35164E-35      2.33844E-36
 18  14     9.07898E-35     -4.98971E-34     -3.10850E-19     -4.25619E-19
 18  15     9.92955E-18     -7.70746E-18     -7.50301E-36      1.42673E-36
 18  16    -2.93733E-34     -2.35947E-36     -2.31646E-19     -3.44603E-19
 18  17     1.05576E-17     -1.25450E-17     -3.05807E-36      9.78057E-38
 18  18     3.41413E-35     -3.30649E-36     -1.15014E-19     -7.32636E-20
 19   0     1.02757E-19      0.00000E+00     -5.30214E-37      0.00000E+00
 19   1     5.73090E-20     -9.89734E-36     -5.62386E-21     -3.65981E-17
 19   2     4.31954E-19      2.27920E-20     -1.23717E-36     -5.65562E-36
 19   3    -1.96886E-34     -3.44639E-36     -2.55555E-20     -1.47735E-19
 19   4     7.24073E-19     -6.28102E-20     -1.14880E-36      1.97947E-35
