           1   3581.97644213907     
           2   13638.9095542039     
           3   10765.3181734259     
           4   5475.06770164777     
           5   1834.51421230856     
           6   468.645730137155     
           7   99.8518973054909     
           8   18.7094671698051     
           9   3.18652591963407     
          10  0.504202097451822     
          11  7.524857071172820E-002
          12  1.070862044297006E-002
          13  1.464997836638617E-003
          14  1.938653226286954E-004
          15  2.493612313723264E-005
          16  3.129667249452151E-006
          17  3.844695841656789E-007
          18  4.634835054208492E-008
          19  5.494589262992645E-009
          20  6.417171193105447E-010
          21  7.394606770941162E-011
          22  8.418123004545229E-012
          23  9.478181910990942E-013
          24  1.056492915466187E-013
          25  8.262300957990752E-015
          26  9.063158004877313E-016
