           1   872044.252747131     
           2   364648.958411875     
           3   119070.679251097     
           4   37814.5109954351     
           5   11959.2863604174     
           6   3780.17832967249     
           7   1194.38342599933     
           8   377.079339106351     
           9   118.909539749767     
          10   37.4446389113207     
          11   11.7730288695771     
          12   3.69561801631008     
          13   1.15818709906467     
          14  0.362391508430490     
          15  0.113215282823589     
          16  3.531694279289642E-002
          17  1.100127819982468E-002
          18  3.422265616685319E-003
          19  1.063221243996373E-003
          20  3.299153844322426E-004
          21  1.022534965874203E-004
          22  3.165754775276395E-005
          23  9.790972118249426E-006
          24  3.025136722001961E-006
          25  9.338115907088509E-007
          26  3.381417320473695E-022
