     0.0000  1.703400000000000E+01  4.069500000000000E+00  1.951700000000000E+00 -4.023100000000000E-01  3.460700000000000E+00 -2.338000000000000E+00 -3.122700000000000E+00  9.069900000000000E-01  1.489000000000000E+00 -2.933300000000000E-01 -1.013200000000000E+00 -1.201700000000000E+00 -4.805600000000000E-01 -5.404200000000000E-01  7.979800000000000E-01  1.029200000000000E+00  1.228700000000000E+00 -5.836100000000000E-01 -6.682100000000000E-01 -3.515800000000000E-01 -5.324400000000000E-01  6.470200000000000E-02  3.070400000000000E-01  3.903200000000000E-01
     1.0000  1.703358691699009E+01  3.978128447516902E+00  1.944021101568617E+00 -3.525113328421766E-01  3.399910580244452E+00 -2.350610152461086E+00 -3.165530057104498E+00  9.045328329610594E-01  1.524675506438149E+00 -3.131396448247777E-01 -1.021493717587275E+00 -1.227144052288445E+00 -4.843974276893162E-01 -5.508209852056485E-01  7.920659306216915E-01  1.055110093831786E+00  1.227647727001335E+00 -5.859440178662434E-01 -6.844210730724768E-01 -3.484390337609201E-01 -5.357542080968923E-01  6.139476170041384E-02  3.053446666119597E-01  3.853354190157969E-01
     2.0000  1.703198405080949E+01  3.885407322898934E+00  1.934233628910243E+00 -3.046592237584348E-01  3.336580774976361E+00 -2.364901444237927E+00 -3.208877066953499E+00  9.019436450328974E-01  1.559489266824440E+00 -3.351198235643409E-01 -1.030489816863825E+00 -1.253756377637173E+00 -4.883711475936761E-01 -5.612039609444870E-01  7.864128539935735E-01  1.080666440861142E+00  1.225285064214797E+00 -5.884765427033946E-01 -7.014983891084507E-01 -3.453558757576294E-01 -5.393057790346375E-01  5.829051252533254E-02  3.037525608537440E-01  3.804844701182040E-01
     3.0000  1.702958474073918E+01  3.791889743670270E+00  1.923029743757332E+00 -2.581587961495858E-01  3.271626543558669E+00 -2.380314306461316E+00 -3.252521784916522E+00  8.992560664949605E-01  1.593690215285906E+00 -3.585215320780574E-01 -1.039954392847057E+00 -1.281118813042806E+00 -4.924419985332030E-01 -5.715635615280662E-01  7.809347572646070E-01  1.105957791867614E+00  1.222052676953763E+00 -5.911422440055982E-01 -7.191345909914488E-01 -3.423213156317282E-01 -5.430121148050570E-01  5.532114649749768E-02  3.022314568484271E-01  3.757269716271188E-01
     4.0000  1.702639101759916E+01  3.697649620409162E+00  1.910408963856223E+00 -2.130386590631741E-01  3.205103518572669E+00 -2.396843951814335E+00 -3.296431072825815E+00  8.964628496715847E-01  1.627256129078777E+00 -3.833194836296504E-01 -1.049885572925945E+00 -1.309207835439775E+00 -4.966143141851952E-01 -5.818922942307945E-01  7.756309705015498E-01  1.130966017355368E+00  1.217958195482787E+00 -5.939411574826210E-01 -7.373140190247209E-01 -3.393422526950339E-01 -5.468700281519697E-01  5.248535186062235E-02  3.007824429877401E-01  3.710652565676515E-01
     5.0000  1.702240475751543E+01  3.602759642300559E+00  1.896370803289246E+00 -1.693273810315131E-01  3.137066162421236E+00 -2.414485672792331E+00 -3.340572301261800E+00  8.935570457556653E-01  1.660164916973222E+00 -4.094891339663467E-01 -1.060281460556525E+00 -1.338000427972697E+00 -5.008922125566468E-01 -5.921827589854781E-01  7.705009703447969E-01  1.155673176312849E+00  1.213008892243344E+00 -5.968732915313775E-01 -7.560213696532353E-01 -3.364253920559284E-01 -5.508764085337963E-01  4.978193738701937E-02  2.994066048013980E-01  3.665016688756450E-01
     6.0000  1.701762864848076E+01  3.507292559384519E+00  1.880916251953401E+00 -1.270518089521776E-01  3.067570060041841E+00 -2.433233647282296E+00 -3.384912877155001E+00  8.905318739873820E-01  1.692395366186059E+00 -4.370047086814068E-01 -1.071139695138028E+00 -1.367473032901687E+00 -5.052796733129208E-01 -6.024276592245944E-01  7.655440518030369E-01  1.180061796344005E+00  1.207212875256573E+00 -5.999385173128695E-01 -7.752409164780940E-01 -3.335773209992712E-01 -5.550280165582530E-01  4.720958036666901E-02  2.981049420669111E-01  3.620384287760746E-01
     7.0000  1.701206617979046E+01  3.411321033733917E+00  1.864047769488581E+00 -8.623702832664652E-02  2.996671796239081E+00 -2.453080953318060E+00 -3.429420309335034E+00  8.873807395220018E-01  1.723927177648599E+00 -4.658392670657114E-01 -1.082457456659048E+00 -1.397601604033732E+00 -5.097805264270064E-01 -6.126198157549675E-01  7.607593335154287E-01  1.204114905425563E+00  1.200579063681232E+00 -6.031365687027925E-01 -7.949565458846912E-01 -3.308044938376172E-01 -5.593214915264694E-01  4.476683209546861E-02  2.968783673598859E-01  3.576776297872425E-01
     8.0000  1.700572162615072E+01  3.314917487107343E+00  1.845769272366491E+00 -4.690633558758533E-02  2.924428822266305E+00 -2.474019589124081E+00 -3.474062274874559E+00  8.840972531373011E-01  1.754740995247928E+00 -4.959647768076032E-01 -1.094231471836281E+00 -1.428361664146914E+00 -5.143984394292888E-01 -6.227521800933665E-01  7.561457655983765E-01  1.227816060911906E+00  1.193117156279091E+00 -6.064670425237288E-01 -8.151517965245275E-01 -3.281132159718313E-01 -5.637533600100064E-01  4.245212528051252E-02  2.957277051394899E-01  3.534212368162821E-01
     9.0000  1.699860002886199E+01  3.218153951902995E+00  1.826086115322074E+00 -9.081218083940404E-03  2.850899320944878E+00 -2.496040497191211E+00 -3.518806683736187E+00  8.806752498309741E-01  1.784818430806552E+00 -5.273521919675082E-01 -1.106458021974978E+00 -1.459728363278514E+00 -5.191369054907626E-01 -6.328178470692370E-01  7.517021380631173E-01  1.251149375956671E+00  1.184837597207148E+00 -6.099293993217835E-01 -8.358098995991513E-01 -3.255096287862078E-01 -5.683200447518633E-01  4.026378181853769E-02  2.946536912035779E-01  3.492710848057455E-01
