OPTIMAL FLOW WITH TARGET RMS   1.30E+01     LMAX_U  25 LMAX_B  4
  1   0     3.33523E-04      0.00000E+00      1.30943E-05      0.00000E+00
  1   1    -6.70812E-04      1.91778E-05      1.54942E-04     -6.79336E-04
  2   0     2.25177E-04      0.00000E+00     -3.07516E-04      0.00000E+00
  2   1    -5.65661E-04      1.14257E-04      1.60488E-04     -2.39057E-04
  2   2    -3.35479E-04      4.80092E-04     -2.27258E-04      1.10899E-04
  3   0     3.22343E-04      0.00000E+00     -4.04565E-04      0.00000E+00
  3   1    -1.02191E-04     -1.09399E-04     -6.27810E-04     -2.56551E-04
  3   2    -2.78549E-04      4.44454E-04      2.18492E-05      1.02826E-04
  3   3    -1.00474E-04      1.97179E-04     -2.09569E-04      2.96359E-04
  4   0     6.56955E-05      0.00000E+00      1.35417E-04      0.00000E+00
  4   1    -5.38673E-05     -8.25443E-05     -8.44285E-04     -1.12241E-04
  4   2     8.54888E-05      1.48231E-04     -3.79203E-04     -2.52104E-04
  4   3     5.32734E-05      5.25906E-05     -9.78557E-05      1.98411E-04
  4   4     4.97183E-06     -1.25896E-04     -1.25588E-04      2.80335E-04
  5   0     2.20410E-04      0.00000E+00      2.82774E-04      0.00000E+00
  5   1    -2.25727E-04      4.78017E-05     -3.46085E-04      1.11793E-04
  5   2    -5.18234E-05      2.12284E-04     -3.59533E-04     -1.91629E-04
  5   3     3.13140E-04     -4.61295E-06     -2.15739E-04     -1.82147E-04
  5   4     1.88060E-04     -1.88540E-04     -1.36273E-04      1.52049E-04
  5   5    -1.92988E-05     -1.48123E-04     -7.71731E-05      2.08929E-04
  6   0     2.94450E-04      0.00000E+00      2.01129E-04      0.00000E+00
  6   1    -3.61475E-06      3.02194E-05     -3.22702E-05      1.14454E-04
  6   2    -2.57311E-04      2.34262E-04     -2.08088E-04     -9.80584E-06
  6   3     1.12299E-04      1.27911E-04     -1.66829E-04     -1.84342E-04
  6   4     3.43532E-04     -9.98751E-05     -1.21237E-04     -8.32627E-05
  6   5     1.55322E-04     -1.66110E-04     -9.60135E-05      1.04363E-04
  6   6    -1.52995E-05     -1.05342E-04     -5.85702E-05      1.09460E-04
  7   0     1.62575E-04      0.00000E+00      8.79207E-05      0.00000E+00
  7   1     1.94859E-04     -1.95629E-05      6.69870E-05      5.61639E-05
  7   2    -1.72458E-04      1.42503E-04     -7.65130E-05      5.83247E-05
  7   3    -1.32224E-04      1.74436E-04     -1.02958E-04     -7.03560E-05
  7   4     1.89507E-04      3.21676E-05     -7.59377E-05     -1.20607E-04
  7   5     2.58441E-04     -7.79349E-05     -6.56059E-05     -2.53531E-05
  7   6     9.95272E-05     -1.00280E-04     -6.26133E-05      5.87449E-05
  7   7    -8.41241E-07     -6.31144E-05     -3.84505E-05      4.68892E-05
  8   0     9.79103E-06      0.00000E+00      1.79602E-05      0.00000E+00
  8   1     1.94379E-04     -3.63428E-05      6.00778E-05      1.40564E-05
  8   2    -6.62752E-08      4.61759E-05     -5.82490E-06      4.89529E-05
  8   3    -1.68304E-04      1.26759E-04     -5.15434E-05      2.88557E-06
  8   4    -1.59534E-05      8.40540E-05     -4.48209E-05     -6.88025E-05
  8   5     1.74944E-04      7.60087E-06     -3.26774E-05     -6.31495E-05
  8   6     1.62678E-04     -3.87408E-05     -3.73804E-05     -3.67253E-06
  8   7     5.91672E-05     -5.21899E-05     -3.83706E-05      2.73425E-05
  8   8     5.89030E-06     -3.31407E-05     -2.17432E-05      1.71077E-05
  9   0    -5.88853E-05      0.00000E+00     -7.82955E-06      0.00000E+00
  9   1     9.02376E-05     -2.72020E-05      2.84798E-05     -2.52728E-06
  9   2     8.57126E-05     -5.48505E-06      1.61573E-05      2.24680E-05
  9   3    -7.88038E-05      6.09019E-05     -1.77290E-05      2.24100E-05
  9   4    -1.00274E-04      7.08648E-05     -2.59111E-05     -1.93434E-05
  9   5     3.94545E-05      3.89688E-05     -1.59988E-05     -4.63936E-05
  9   6     1.25216E-04      9.92640E-06     -1.46432E-05     -2.86474E-05
  9   7     9.26572E-05     -1.36898E-05     -2.21419E-05      9.22846E-07
  9   8     3.39506E-05     -2.43803E-05     -2.17349E-05      1.04309E-05
  9   9     6.40933E-06     -1.55669E-05     -1.09891E-05      5.16421E-06
 10   0    -5.31791E-05      0.00000E+00     -9.96941E-06      0.00000E+00
 10   1     9.64486E-07     -1.24320E-05      6.02912E-06     -4.78545E-06
 10   2     7.57765E-05     -1.88142E-05      1.43002E-05      4.86055E-06
 10   3     5.75239E-06      1.68545E-05     -8.08131E-07      1.66118E-05
 10   4    -7.85928E-05      3.99487E-05     -1.30137E-05      3.70095E-06
 10   5    -4.00083E-05      3.32283E-05     -9.68698E-06     -2.04180E-05
 10   6     4.88882E-05      2.38095E-05     -4.24049E-06     -2.57732E-05
 10   7     7.72464E-05      1.32805E-05     -7.56114E-06     -1.20152E-05
 10   8     4.95304E-05     -2.11563E-06     -1.29116E-05      4.79743E-07
 10   9     1.88317E-05     -1.01330E-05     -1.13667E-05      2.94729E-06
 10  10     4.67750E-06     -6.58513E-06     -5.09216E-06      1.06798E-06
 11   0    -2.20746E-05      0.00000E+00     -5.19349E-06      0.00000E+00
 11   1    -3.24026E-05     -2.44339E-06     -2.77387E-06     -2.68801E-06
 11   2     3.12962E-05     -1.44748E-05      6.73053E-06     -1.70701E-06
 11   3     3.63774E-05     -2.35681E-06      4.28539E-06      6.95203E-06
 11   4    -2.69624E-05      1.64618E-05     -4.55089E-06      7.95672E-06
 11   5    -5.11561E-05      1.84927E-05     -6.38558E-06     -3.99244E-06
 11   6    -6.74890E-06      1.70374E-05     -1.89803E-06     -1.43391E-05
 11   7     3.84567E-05      1.84196E-05     -6.05768E-07     -1.26878E-05
 11   8     4.30861E-05      1.27008E-05     -4.41384E-06     -5.05320E-06
 11   9     2.52780E-05      1.90073E-06     -7.14400E-06     -4.02738E-07
 11  10     1.00353E-05     -3.56346E-06     -5.51556E-06      2.55980E-07
 11  11     2.83250E-06     -2.48244E-06     -2.19409E-06     -6.32988E-08
 12   0     9.83075E-07      0.00000E+00     -1.19576E-06      0.00000E+00
 12   1    -2.65051E-05      1.60237E-06     -3.54897E-06     -7.45781E-07
 12   2    -1.65387E-06     -6.85620E-06      1.31295E-06     -2.31057E-06
 12   3     2.81588E-05     -6.70965E-06      3.67149E-06      1.12011E-06
 12   4     6.72230E-06      4.27892E-06     -1.85426E-07      5.14320E-06
 12   5    -2.92210E-05      8.14426E-06     -3.55535E-06      2.11649E-06
 12   6    -2.55475E-05      7.25633E-06     -1.93223E-06     -5.09974E-06
 12   7     5.53898E-06      1.13689E-05      7.79432E-07     -8.25993E-06
 12   8     2.46047E-05      1.44960E-05      7.02674E-08     -5.81829E-06
 12   9     2.22670E-05      9.87202E-06     -2.64119E-06     -2.33903E-06
 12  10     1.23990E-05      2.58513E-06     -3.69383E-06     -7.48534E-07
 12  11     5.11104E-06     -8.81331E-07     -2.49371E-06     -4.27308E-07
 12  12     1.52398E-06     -7.98129E-07     -8.83944E-07     -2.41072E-07
 13   0     8.36970E-06      0.00000E+00      4.78224E-07      0.00000E+00
 13   1    -9.91274E-06      2.06432E-06     -1.84721E-06      1.11586E-07
 13   2    -1.21848E-05     -1.61085E-06     -8.00500E-07     -1.21394E-06
 13   3     1.01020E-05     -5.19929E-06      1.70165E-06     -8.38614E-07
 13   4     1.50995E-05     -4.93239E-07      1.16745E-06      1.90076E-06
 13   5    -6.49687E-06      3.28833E-06     -1.32779E-06      2.63339E-06
 13   6    -2.03749E-05      1.92935E-06     -1.74350E-06     -4.63480E-07
 13   7    -9.89447E-06      3.45893E-06      1.43295E-07     -3.79462E-06
 13   8     7.20261E-06      8.82807E-06      1.16336E-06     -4.19956E-06
 13   9     1.37571E-05      1.05671E-05      2.15111E-08     -2.60875E-06
 13  10     1.07901E-05      6.72994E-06     -1.50675E-06     -1.24451E-06
 13  11     5.84805E-06      2.12262E-06     -1.77491E-06     -6.94439E-07
 13  12     2.47909E-06      3.32459E-08     -1.05092E-06     -4.34058E-07
 13  13     7.50916E-07     -1.86252E-07     -3.32233E-07     -1.83588E-07
 14   0     6.24176E-06      0.00000E+00      6.53741E-07      0.00000E+00
 14   1     1.16278E-06      1.25722E-06     -4.03775E-07      2.53025E-07
 14   2    -9.06473E-06      6.65368E-07     -9.40328E-07     -3.01746E-07
 14   3    -1.50170E-06     -2.62964E-06      3.04071E-07     -8.64475E-07
 14   4     9.92380E-06     -1.71848E-06      1.00293E-06      1.57182E-07
 14   5     4.59886E-06      1.29740E-06     -7.26176E-08      1.47891E-06
 14   6    -8.76971E-06      5.90117E-07     -1.08786E-06      8.97757E-07
 14   7    -1.12359E-05     -4.85153E-07     -4.65808E-07     -1.06579E-06
 14   8    -2.60957E-06      2.66392E-06      7.39294E-07     -2.24697E-06
 14   9     5.27081E-06      6.76574E-06      8.47538E-07     -1.96790E-06
 14  10     6.90866E-06      7.05945E-06     -6.25453E-08     -1.20130E-06
 14  11     4.91837E-06      4.19138E-06     -7.93084E-07     -7.27881E-07
 14  12     2.64230E-06      1.45082E-06     -7.88797E-07     -4.99164E-07
 14  13     1.14151E-06      2.40973E-07     -4.10358E-07     -2.91594E-07
 14  14     3.43766E-07     -8.75291E-10     -1.15054E-07     -1.05942E-07
 15   0     2.07604E-06      0.00000E+00      3.42347E-07      0.00000E+00
 15   1     4.20845E-06      4.33690E-07      1.97653E-07      1.48873E-07
 15   2    -3.03174E-06      1.06667E-06     -4.76304E-07      7.97537E-08
 15   3    -4.52880E-06     -7.51539E-07     -2.34352E-07     -4.14068E-07
 15   4     2.90085E-06     -1.53247E-06      4.63577E-07     -3.44008E-07
 15   5     5.88399E-06      3.13404E-07      3.36234E-07      4.66371E-07
 15   6    -5.97948E-07      6.82859E-07     -4.19362E-07      8.05156E-07
 15   7    -6.62820E-06     -1.00914E-06     -5.61252E-07      7.22624E-08
 15   8    -5.19089E-06     -6.73078E-07      1.34215E-07     -8.74018E-07
