OPTIMAL FLOW WITH TARGET RMS   1.30E+01     LMAX_U  25 LMAX_B  1
 19  10     1.77590E-07     -4.92168E-08      1.22199E-09      4.40933E-09
 19  11     1.92855E-07     -5.91051E-08      1.96344E-09      6.40653E-09
 19  12     1.37772E-07     -4.63333E-08      1.87630E-09      5.57916E-09
 19  13     7.48853E-08     -2.74590E-08      1.31700E-09      3.59168E-09
 19  14     3.25269E-08     -1.29348E-08      7.24647E-10      1.82225E-09
 19  15     1.14853E-08     -4.93093E-09      3.20171E-10      7.45757E-10
 19  16     3.29284E-09     -1.52039E-09      1.13918E-10      2.46721E-10
 19  17     7.51829E-10     -3.72116E-10      3.21068E-11      6.48690E-11
 19  18     1.30078E-10     -6.88204E-11      6.83631E-12      1.29214E-11
 19  19     1.48688E-11     -8.38874E-12      9.60763E-13      1.70293E-12
 20   0     1.22941E-07      0.00000E+00      1.81033E-19      0.00000E+00
 20   1     9.64296E-08     -2.60762E-09      9.67386E-12      3.57738E-10
 20   2    -1.58551E-07      8.58126E-09     -2.88518E-11     -5.33078E-10
 20   3    -1.35867E-07      1.10438E-08     -1.01945E-10     -1.25419E-09
 20   4     9.75842E-08     -1.05941E-08      4.17222E-11      3.84309E-10
 20   5     1.79407E-07     -2.44003E-08      3.03926E-10      2.23466E-09
 20   6     2.89362E-08     -4.73538E-09      1.93883E-10      1.18475E-09
 20   7    -1.38108E-07      2.64529E-08     -3.44540E-10     -1.79881E-09
 20   8    -1.52798E-07      3.35725E-08     -7.16952E-10     -3.26306E-09
 20   9    -4.56721E-08      1.13374E-08     -4.42679E-10     -1.78331E-09
 20  10     6.51363E-08     -1.80517E-08      2.91645E-10      1.05235E-09
 20  11     1.10889E-07     -3.39846E-08      9.31544E-10      3.03954E-09
 20  12     9.79170E-08     -3.29299E-08      1.13064E-09      3.36196E-09
 20  13     6.25248E-08     -2.29266E-08      9.38379E-10      2.55912E-09
 20  14     3.14480E-08     -1.25058E-08      5.98182E-10      1.50424E-09
 20  15     1.28703E-08     -5.52553E-09      3.05641E-10      7.11912E-10
 20  16     4.33051E-09     -1.99951E-09      1.27119E-10      2.75312E-10
 20  17     1.19242E-09     -5.90188E-10      4.29740E-11      8.68253E-11
 20  18     2.63034E-10     -1.39164E-10      1.15871E-11      2.19009E-11
