OPTIMAL FLOW WITH TARGET RMS   1.30E+01     LMAX_U  25 LMAX_B  1
  1   0     3.85591E-21      0.00000E+00      1.60119E-17      0.00000E+00
  1   1     1.85185E-17     -1.13134E-18     -4.99440E-38      1.72664E-36
  2   0     1.70263E-03      0.00000E+00     -2.76516E-35      0.00000E+00
  2   1    -1.06547E-35     -7.99105E-36     -3.93680E-19     -5.94094E-18
  2   2    -2.94904E-03      7.29548E-18     -2.63831E-35     -1.50309E-20
  3   0    -1.13963E-19      0.00000E+00      4.57763E-21      0.00000E+00
  3   1    -7.41906E-19      2.49027E-20     -8.44193E-37     -4.92975E-35
  3   2    -3.02403E-20     -1.19511E-34     -3.92436E-19     -1.31848E-16
  3   3     3.13106E-17     -3.53939E-18     -4.24524E-37      1.52274E-35
  4   0     3.07096E-16      0.00000E+00     -9.58925E-35      0.00000E+00
  4   1     1.44250E-34     -2.06554E-35     -3.90592E-20     -7.28963E-19
  4   2     3.65314E-17     -1.77839E-19      2.21923E-35     -1.43440E-20
  4   3    -1.88891E-34     -4.74582E-35     -4.11618E-19     -3.19990E-18
  4   4     3.28854E-17     -5.32432E-18      2.47424E-36     -2.74626E-35
  5   0    -3.51887E-21      0.00000E+00     -4.80093E-21      0.00000E+00
  5   1    -9.38126E-19     -3.65897E-20      1.12319E-36     -4.41042E-35
  5   2     1.46536E-19     -4.68808E-34     -9.42165E-20     -1.18004E-16
  5   3     5.00747E-18     -6.25203E-19     -2.37892E-36     -3.20631E-35
  5   4    -2.27210E-34     -5.21000E-36     -4.94690E-19     -2.74927E-18
  5   5     3.63765E-17     -6.16951E-18      6.71116E-37     -1.38135E-35
  6   0    -1.07033E-16      0.00000E+00      2.32172E-34      0.00000E+00
  6   1     8.54060E-34      4.78194E-36     -2.00550E-20     -2.22231E-19
  6   2     2.32002E-16     -7.89544E-20     -1.53776E-34      8.16881E-21
  6   3     1.12119E-33      5.28575E-35     -1.47000E-19     -1.08108E-18
  6   4     7.70725E-18     -1.17619E-18      4.32738E-36      3.37828E-35
  6   5    -5.66837E-34      2.78011E-35     -4.61471E-19     -2.45828E-18
  6   6     3.46274E-17     -1.33467E-17      1.20072E-36      1.66189E-35
  7   0    -4.56833E-19      0.00000E+00      3.85011E-21      0.00000E+00
  7   1    -4.67918E-19      3.06789E-20      2.29335E-37     -2.61748E-35
  7   2     2.80747E-19     -5.44696E-35     -3.06050E-20     -4.63616E-17
  7   3     2.04341E-18     -2.86051E-19      1.16706E-36      2.43808E-35
  7   4    -6.19000E-35      1.76110E-35     -1.98896E-19     -1.15516E-18
  7   5     1.05637E-17     -1.72689E-18     -1.14994E-36      3.01136E-35
  7   6     1.27763E-34     -1.57486E-34     -8.01865E-19     -1.94808E-18
  7   7     4.33169E-17     -4.66950E-18     -1.55239E-37     -1.81978E-35
  8   0    -4.50422E-16      0.00000E+00      3.50760E-35      0.00000E+00
  8   1     6.40569E-34      1.25785E-35     -8.58731E-21     -1.11784E-19
  8   2     3.23020E-16      2.62491E-20      7.24521E-35     -4.58044E-20
  8   3     5.45619E-34     -2.07932E-34     -6.55426E-20     -4.67392E-19
  8   4     3.09010E-18     -6.28659E-19     -4.67201E-37      1.25605E-35
  8   5    -2.44725E-35      8.51325E-35     -2.28138E-19     -1.19160E-18
  8   6     1.17333E-17     -4.46238E-18     -3.84342E-36     -2.65501E-35
  8   7     4.44228E-34     -3.63828E-35     -2.68144E-19     -2.13560E-18
  8   8     4.03449E-17     -1.27989E-17     -5.51346E-36     -1.27248E-36
  9   0     3.35740E-20      0.00000E+00      7.43066E-21      0.00000E+00
  9   1     4.76536E-19     -2.97176E-20     -1.26123E-36      4.11306E-35
