Time(kyr)	      Stack_mean	      Standard_error
8.790000E+002	1.257886E+000	1.664278E-001
8.800000E+002	1.081975E+000	1.672071E-001
8.810000E+002	9.323004E-001	1.755470E-001
8.820000E+002	9.209505E-001	1.942606E-001
8.830000E+002	9.125966E-001	2.279561E-001
8.840000E+002	9.275376E-001	2.607448E-001
8.850000E+002	8.128883E-001	2.421846E-001
8.860000E+002	6.943199E-001	2.634698E-001
8.870000E+002	5.795250E-001	2.765477E-001
8.880000E+002	5.261370E-001	2.756448E-001
8.890000E+002	4.547444E-001	2.685294E-001
8.900000E+002	4.442113E-001	2.905340E-001
8.910000E+002	4.113208E-001	3.122184E-001
8.920000E+002	4.566073E-001	2.710621E-001
8.930000E+002	5.454665E-001	2.282571E-001
8.940000E+002	3.527992E-001	2.225991E-001
8.950000E+002	7.191152E-001	1.389193E-001
8.960000E+002	6.739245E-001	1.551605E-001
8.970000E+002	8.901901E-001	1.859447E-001
8.980000E+002	8.706186E-001	1.642524E-001
8.990000E+002	8.647221E-001	1.674005E-001
9.000000E+002	8.806303E-001	1.965627E-001
9.010000E+002	8.001424E-001	2.257409E-001
9.020000E+002	7.063225E-001	2.443456E-001
9.030000E+002	6.336041E-001	2.480758E-001
9.040000E+002	5.433031E-001	2.632957E-001
9.050000E+002	6.063636E-001	2.800248E-001
9.060000E+002	6.362522E-001	2.400187E-001
9.070000E+002	4.972649E-001	2.153303E-001
9.080000E+002	4.771523E-001	1.806109E-001
9.090000E+002	3.843003E-001	1.803061E-001
9.100000E+002	4.171527E-001	1.447242E-001
9.110000E+002	4.322196E-001	1.233313E-001
9.120000E+002	4.575370E-001	1.172038E-001
9.130000E+002	3.289054E-001	2.275786E-001
9.140000E+002	1.762143E-001	2.430051E-001
9.150000E+002	2.508237E-001	2.220942E-001
9.160000E+002	3.150460E-001	1.701069E-001
9.170000E+002	3.163105E-001	1.284080E-001
9.180000E+002	3.170472E-001	8.876869E-002
9.190000E+002	3.081567E-001	9.514032E-002
9.200000E+002	5.982430E-001	1.059511E-001
9.210000E+002	8.214017E-001	2.081590E-001
9.220000E+002	9.873520E-001	2.330061E-001
9.230000E+002	1.062636E+000	2.395164E-001
9.240000E+002	1.008604E+000	1.780415E-001
9.250000E+002	9.605559E-001	1.402992E-001
9.260000E+002	9.566184E-001	1.196532E-001
9.270000E+002	6.977316E-001	8.035549E-002
9.280000E+002	5.116193E-001	9.695147E-002
9.290000E+002	5.075100E-001	1.364885E-001
9.300000E+002	4.678647E-001	1.573657E-001
9.310000E+002	2.759275E-001	2.273377E-001
9.320000E+002	3.516275E-001	2.106577E-001
9.330000E+002	1.634794E-001	1.378662E-001
9.340000E+002	-3.602961E-001	1.580751E-001
9.350000E+002	-4.714088E-001	1.314531E-001
9.360000E+002	-6.967523E-001	1.019718E-001
9.370000E+002	-6.609747E-001	1.828513E-001
9.380000E+002	-6.797445E-001	2.496961E-001
9.390000E+002	-7.669184E-001	2.439575E-001
9.400000E+002	-9.183329E-001	1.744901E-001
9.410000E+002	-9.460209E-001	1.879392E-001
9.420000E+002	-1.015679E+000	2.104837E-001
9.430000E+002	-1.132563E+000	2.145761E-001
9.440000E+002	-1.130702E+000	2.175728E-001
9.450000E+002	-1.134990E+000	2.212361E-001
9.460000E+002	-1.145938E+000	1.807505E-001
9.470000E+002	-1.077520E+000	1.232912E-001
9.480000E+002	-1.089288E+000	9.394693E-002
9.490000E+002	-1.007759E+000	9.708911E-002
9.500000E+002	-1.021606E+000	9.199991E-002
9.510000E+002	-1.141602E+000	1.870823E-001
9.520000E+002	-1.275405E+000	1.450620E-001
9.530000E+002	-1.089973E+000	1.505785E-001
9.540000E+002	-1.012318E+000	1.484259E-001
9.550000E+002	-1.017943E+000	1.855386E-001
9.560000E+002	-7.234247E-001	1.585348E-001
9.570000E+002	-3.561708E-001	2.492192E-001
9.580000E+002	-3.336998E-001	1.278291E-001
9.590000E+002	1.396617E-001	6.421728E-002
9.600000E+002	6.176081E-001	2.901442E-001
9.610000E+002	4.279017E-001	3.654622E-001
9.620000E+002	8.928133E-001	2.225514E-001
9.630000E+002	1.011975E+000	2.316419E-001
9.640000E+002	1.069228E+000	1.931959E-001
9.650000E+002	1.096541E+000	1.615544E-001
9.660000E+002	1.121049E+000	1.483303E-001
9.670000E+002	1.073025E+000	1.474117E-001
9.680000E+002	8.026786E-001	1.452748E-001
9.690000E+002	6.041082E-001	1.545295E-001
9.700000E+002	4.315129E-001	1.496584E-001
9.710000E+002	1.047647E-001	1.858215E-001
9.720000E+002	8.094792E-003	1.556139E-001
9.730000E+002	2.323149E-002	1.286897E-001
9.740000E+002	8.417842E-002	9.404885E-002
9.750000E+002	1.806383E-001	1.421945E-001
9.760000E+002	-2.319575E-002	1.328239E-001
9.770000E+002	-3.271370E-001	1.278548E-001
9.780000E+002	-6.273244E-001	1.695944E-001
9.790000E+002	-6.886463E-001	1.772371E-001
9.800000E+002	-6.218597E-001	1.550895E-001
9.810000E+002	-4.601518E-001	1.502534E-001
9.820000E+002	-1.241537E-001	1.590003E-001
9.830000E+002	1.108515E-001	1.904247E-001
9.840000E+002	4.382869E-001	2.431511E-001
9.850000E+002	3.449303E-001	1.558201E-001
9.860000E+002	4.105879E-001	1.982758E-001
9.870000E+002	4.576702E-001	2.088994E-001
9.880000E+002	4.910824E-001	1.887593E-001
9.890000E+002	3.954200E-001	1.611136E-001
9.900000E+002	2.371179E-001	1.488855E-001
9.910000E+002	9.384935E-002	1.492079E-001
9.920000E+002	-1.053339E-001	2.404571E-001
9.930000E+002	-1.483845E-001	1.761078E-001
9.940000E+002	-2.175304E-001	1.604302E-001
9.950000E+002	-1.550278E-001	1.273594E-001
9.960000E+002	-2.307309E-001	1.947963E-001
9.970000E+002	-3.115010E-002	8.780589E-002
9.980000E+002	-2.497083E-001	1.281617E-001
9.990000E+002	5.974619E-002	8.981049E-002
1.000000E+003	4.113306E-001	1.122021E-001
1.001000E+003	5.792754E-001	1.302050E-001
1.002000E+003	6.925120E-001	1.253945E-001
1.003000E+003	7.773451E-001	1.281157E-001
1.004000E+003	1.003833E+000	1.255841E-001
1.005000E+003	7.008837E-001	1.760590E-001
1.006000E+003	5.280022E-001	1.517390E-001
1.007000E+003	7.186262E-001	1.097401E-001
1.008000E+003	6.388654E-001	1.223930E-001
1.009000E+003	4.102322E-001	9.249751E-002
1.010000E+003	2.778650E-001	9.888991E-002
1.011000E+003	2.011357E-001	1.130631E-001
1.012000E+003	-2.328529E-001	1.843660E-001
1.013000E+003	-5.151766E-001	1.237053E-001
1.014000E+003	-5.706266E-001	1.350750E-001
1.015000E+003	-8.581888E-001	1.360489E-001
1.016000E+003	-1.560170E+000	4.338760E-001
1.017000E+003	-7.529611E-001	1.600334E-001
1.018000E+003	-5.753787E-001	1.715622E-001
1.019000E+003	-7.022141E-001	1.820937E-001
1.020000E+003	-5.976846E-001	1.667208E-001
1.021000E+003	-6.296328E-001	1.287447E-001
1.022000E+003	-6.225072E-001	1.237010E-001
1.023000E+003	-4.889174E-001	1.508879E-001
1.024000E+003	-3.963122E-001	2.287078E-001
1.025000E+003	-3.901043E-001	1.853581E-001
1.026000E+003	-3.325774E-001	1.273035E-001
1.027000E+003	-2.508069E-001	1.461471E-001
1.028000E+003	-1.263302E-001	1.246846E-001
1.029000E+003	-1.357168E-001	1.480502E-001
1.030000E+003	-1.033539E-001	1.146326E-001
1.031000E+003	-1.637511E-002	1.371717E-001
1.032000E+003	1.463342E-002	2.441215E-001
1.033000E+003	2.380435E-001	1.221860E-001
1.034000E+003	4.697118E-001	1.147154E-001
1.035000E+003	6.323485E-001	1.245648E-001
1.036000E+003	6.738780E-001	1.295539E-001
1.037000E+003	2.836809E-001	1.288513E-001
1.038000E+003	1.155217E-001	2.499288E-001
1.039000E+003	3.888688E-001	2.206752E-001
1.040000E+003	3.724374E-001	2.888508E-001
1.041000E+003	7.328152E-001	2.468415E-001
1.042000E+003	8.248579E-001	2.359925E-001
1.043000E+003	5.284561E-001	1.857684E-001
1.044000E+003	7.408226E-001	2.025450E-001
1.045000E+003	7.656679E-001	2.332100E-001
1.046000E+003	8.614949E-001	2.367039E-001
1.047000E+003	8.064613E-001	2.018423E-001
1.048000E+003	9.229596E-001	2.562433E-001
1.049000E+003	7.386133E-001	2.151758E-001
1.050000E+003	6.709978E-001	2.225972E-001
1.051000E+003	3.366582E-001	1.796198E-001
1.052000E+003	3.359659E-001	2.436360E-001
1.053000E+003	2.654582E-001	2.754550E-001
1.054000E+003	4.399585E-001	1.639007E-001
1.055000E+003	3.376527E-001	2.095312E-001
1.056000E+003	4.856451E-001	2.788813E-001
1.057000E+003	2.238592E-001	2.392554E-001
1.058000E+003	3.275193E-001	2.367126E-001
1.059000E+003	1.833787E-001	2.330724E-001
1.060000E+003	-2.116011E-001	1.838614E-001
1.061000E+003	-5.131731E-001	1.996800E-001
1.062000E+003	-6.217496E-001	2.275852E-001
1.063000E+003	-7.233862E-001	2.243840E-001
1.064000E+003	-9.064046E-001	2.400106E-001
1.065000E+003	-1.019826E+000	2.337958E-001
1.066000E+003	-1.250268E+000	2.057942E-001
1.067000E+003	-1.329604E+000	1.815444E-001
1.068000E+003	-1.350281E+000	1.913401E-001
1.069000E+003	-1.279769E+000	1.918899E-001
1.070000E+003	-1.270546E+000	1.842209E-001
1.071000E+003	-1.198165E+000	1.665099E-001
1.072000E+003	-9.906927E-001	1.381714E-001
1.073000E+003	-7.837557E-001	1.399006E-001
1.074000E+003	-7.560232E-001	2.148046E-001
1.075000E+003	-6.562156E-001	2.311161E-001
1.076000E+003	-4.694171E-001	1.664088E-001
1.077000E+003	-3.655229E-001	2.021520E-001
1.078000E+003	-3.454407E-001	2.096947E-001
1.079000E+003	-3.652110E-001	1.085524E-001
1.080000E+003	-4.261113E-001	1.658156E-001
1.081000E+003	-3.753399E-001	1.473402E-001
1.082000E+003	-3.656858E-001	1.740686E-001
1.083000E+003	-3.354950E-001	1.598946E-001
1.084000E+003	-3.520973E-001	1.837984E-001
1.085000E+003	-3.848476E-001	2.167069E-001
1.086000E+003	-4.333221E-001	2.460372E-001
1.087000E+003	-4.485533E-001	2.698071E-001
1.088000E+003	-4.309443E-001	2.899876E-001
1.089000E+003	-2.974851E-001	2.953802E-001
1.090000E+003	-2.775783E-001	3.207869E-001
1.091000E+003	-1.549423E-001	3.166914E-001
1.092000E+003	-6.356662E-002	3.173713E-001
1.093000E+003	1.484153E-001	2.697888E-001
1.094000E+003	1.679593E-001	2.283564E-001
1.095000E+003	1.560932E-001	1.937407E-001
1.096000E+003	3.133774E-001	1.549900E-001
1.097000E+003	2.867140E-001	1.276037E-001
1.098000E+003	2.210796E-001	1.345449E-001
1.099000E+003	1.551888E-001	1.179926E-001
1.100000E+003	-4.211852E-002	1.157520E-001
1.101000E+003	-9.689014E-002	1.185438E-001
1.102000E+003	2.052599E-001	3.242041E-001
1.103000E+003	-3.391639E-002	1.611342E-001
1.104000E+003	-8.262018E-002	1.673621E-001
1.105000E+003	-3.498299E-001	5.886588E-002
1.106000E+003	-7.037756E-001	1.471666E-001
1.107000E+003	-5.153580E-001	1.727863E-001
1.108000E+003	-8.434888E-001	2.337816E-001
1.109000E+003	-7.540522E-001	1.125584E-001
1.110000E+003	-7.552812E-001	1.300450E-001
1.111000E+003	-7.479286E-001	1.511325E-001
1.112000E+003	-6.353372E-001	1.406730E-001
1.113000E+003	-4.055094E-001	1.380809E-001
1.114000E+003	-9.687763E-002	2.062633E-001
1.115000E+003	-2.065252E-001	8.000950E-002
1.116000E+003	3.707077E-002	2.850415E-002
1.117000E+003	2.294128E-001	1.834531E-002
1.118000E+003	4.224881E-001	8.630298E-002
1.119000E+003	5.196369E-001	1.939323E-001
1.120000E+003	6.991798E-001	2.771987E-001
1.121000E+003	8.131302E-001	2.890427E-001
1.122000E+003	9.650295E-001	3.094087E-001
1.123000E+003	8.507432E-001	3.327053E-001
1.124000E+003	4.545544E-001	3.341411E-001
1.125000E+003	1.034270E+000	2.965585E-001
1.126000E+003	1.001321E+000	3.293699E-001
1.127000E+003	7.609223E-001	2.692264E-001
1.128000E+003	2.240450E-001	3.972855E-001
1.129000E+003	5.032162E-001	2.037389E-001
1.130000E+003	3.675895E-001	1.700318E-001
1.131000E+003	1.053829E-001	1.230810E-001
1.132000E+003	-1.045014E-001	1.663362E-001
1.133000E+003	8.477283E-002	1.790972E-001
1.134000E+003	-1.222444E-002	7.671380E-002
1.135000E+003	1.931394E-001	1.587423E-001
1.136000E+003	1.450592E-001	6.776023E-002
1.137000E+003	1.241899E-001	1.455380E-001
1.138000E+003	4.429588E-002	1.829822E-001
1.139000E+003	-2.716436E-001	1.432546E-001
1.140000E+003	-3.493831E-001	1.392290E-001
1.141000E+003	-4.642532E-001	1.491579E-001
1.142000E+003	-4.352180E-001	1.558245E-001
1.143000E+003	-4.898350E-001	1.527972E-001
1.144000E+003	-4.914373E-001	1.228944E-001
1.145000E+003	-4.128360E-001	1.206821E-001
1.146000E+003	-5.325241E-001	6.794889E-002
1.147000E+003	-6.032943E-001	1.635622E-001
1.148000E+003	-6.060832E-001	1.345245E-001
1.149000E+003	-6.429583E-001	1.388385E-001
1.150000E+003	-8.867945E-001	1.198416E-001
1.151000E+003	-9.262684E-001	1.255472E-001
1.152000E+003	-9.428897E-001	9.295613E-002
1.153000E+003	-8.686925E-001	7.511972E-002
1.154000E+003	-8.209318E-001	6.944566E-002
1.155000E+003	-7.867734E-001	1.128092E-001
1.156000E+003	-8.032277E-001	1.417877E-001
1.157000E+003	-9.470298E-001	1.403230E-001
1.158000E+003	-9.154078E-001	1.115453E-001
1.159000E+003	-7.852653E-001	1.672610E-001
1.160000E+003	-9.861073E-001	7.300642E-002
1.161000E+003	-9.184318E-001	5.747581E-002
1.162000E+003	-8.750500E-001	8.199919E-002
1.163000E+003	-9.167758E-001	6.115282E-002
1.164000E+003	-9.184283E-001	5.520196E-002
1.165000E+003	-9.345109E-001	3.774120E-002
1.166000E+003	-8.867996E-001	6.743479E-002
1.167000E+003	-9.190619E-001	4.321552E-002
1.168000E+003	-9.287341E-001	3.972782E-002
1.169000E+003	-9.035118E-001	5.060219E-002
1.170000E+003	-8.629341E-001	6.818822E-002
1.171000E+003	-8.107028E-001	8.998616E-002
1.172000E+003	-8.227092E-001	1.019101E-001
1.173000E+003	-8.553601E-001	9.457563E-002
1.174000E+003	-9.146081E-001	4.760113E-002
1.175000E+003	-8.712427E-001	5.348816E-002
1.176000E+003	-8.356098E-001	8.682371E-002
1.177000E+003	-8.137365E-001	8.185773E-002
1.178000E+003	-6.963369E-001	9.350829E-002
1.179000E+003	-7.207854E-001	1.124312E-001
1.180000E+003	-6.081929E-001	1.067506E-001
1.181000E+003	-6.316512E-001	9.758424E-002
1.182000E+003	-5.990761E-001	9.161904E-002
1.183000E+003	-6.071104E-001	1.008885E-001
1.184000E+003	-8.224083E-001	2.712352E-001
1.185000E+003	-5.226055E-001	1.203804E-001
1.186000E+003	-4.389665E-001	1.325161E-001
1.187000E+003	-4.042932E-001	1.589048E-001
1.188000E+003	-3.505293E-001	1.875818E-001
1.189000E+003	-3.062547E-001	2.234031E-001
1.190000E+003	-1.278058E-001	2.091588E-001
1.191000E+003	5.484276E-003	2.030357E-001
1.192000E+003	2.702606E-001	1.348212E-001
1.193000E+003	4.927067E-001	9.647854E-002
1.194000E+003	6.625079E-001	7.382999E-002
1.195000E+003	8.709284E-001	7.356654E-002
1.196000E+003	9.765338E-001	8.284867E-002
1.197000E+003	1.031838E+000	1.083149E-001
1.198000E+003	1.095060E+000	1.002232E-001
1.199000E+003	1.256378E+000	1.267891E-001
1.200000E+003	1.345166E+000	1.529043E-001
1.201000E+003	1.376570E+000	1.718705E-001
1.202000E+003	1.294765E+000	1.691946E-001
1.203000E+003	1.300609E+000	1.795374E-001
1.204000E+003	1.213090E+000	1.564736E-001
1.205000E+003	1.187916E+000	1.476113E-001
1.206000E+003	1.119138E+000	1.602924E-001
1.207000E+003	9.564873E-001	1.824650E-001
1.208000E+003	8.920187E-001	2.146686E-001
1.209000E+003	9.036360E-001	2.059053E-001
1.210000E+003	9.202115E-001	1.889136E-001
1.211000E+003	9.445616E-001	1.414693E-001
1.212000E+003	9.000128E-001	1.415985E-001
1.213000E+003	7.897577E-001	1.479736E-001
1.214000E+003	7.019800E-001	1.779632E-001
1.215000E+003	4.497283E-001	1.786644E-001
1.216000E+003	2.474725E-001	1.831103E-001
1.217000E+003	1.662143E-002	1.922074E-001
1.218000E+003	-1.090502E-001	1.892701E-001
1.219000E+003	1.090517E-001	1.137432E-001
1.220000E+003	5.398320E-002	9.741375E-002
1.221000E+003	-7.472882E-002	9.941945E-002
1.222000E+003	-2.111651E-001	1.015876E-001
1.223000E+003	-4.456805E-001	5.219184E-002
1.224000E+003	-6.193972E-001	3.241172E-002
1.225000E+003	-8.049135E-001	6.777007E-002
1.226000E+003	-1.004164E+000	1.510801E-001
1.227000E+003	-1.217886E+000	2.167057E-001
1.228000E+003	-1.285202E+000	2.239891E-001
1.229000E+003	-1.336407E+000	2.179647E-001
1.230000E+003	-1.361252E+000	2.066230E-001
1.231000E+003	-1.335740E+000	1.850204E-001
1.232000E+003	-1.346812E+000	1.665878E-001
1.233000E+003	-1.316984E+000	1.260692E-001
1.234000E+003	-1.362259E+000	9.835355E-002
1.235000E+003	-1.378736E+000	8.161278E-002
1.236000E+003	-1.253503E+000	1.366391E-001
1.237000E+003	-1.290848E+000	1.363230E-001
1.238000E+003	-1.331599E+000	1.037470E-001
1.239000E+003	-1.415034E+000	1.210115E-001
1.240000E+003	-1.319947E+000	1.316675E-001
1.241000E+003	-1.352741E+000	2.010257E-001
1.242000E+003	-1.353877E+000	2.318154E-001
1.243000E+003	-1.346764E+000	2.241043E-001
1.244000E+003	-1.163641E+000	1.728246E-001
1.245000E+003	-6.883527E-001	1.364805E-001
1.246000E+003	2.022943E-001	1.964671E-001
1.247000E+003	8.205918E-001	2.854121E-001
1.248000E+003	9.464815E-001	2.239397E-001
1.249000E+003	9.788087E-001	1.982486E-001
1.250000E+003	1.001173E+000	1.954472E-001
1.251000E+003	8.264209E-001	1.411872E-001
1.252000E+003	7.493663E-001	1.388676E-001
1.253000E+003	6.929503E-001	1.254127E-001
1.254000E+003	7.169442E-001	1.098798E-001
1.255000E+003	7.376600E-001	1.044373E-001
1.256000E+003	6.490121E-001	4.171033E-002
1.257000E+003	6.142524E-001	2.356129E-002
1.258000E+003	5.583202E-001	5.424711E-002
1.259000E+003	5.566243E-001	5.471540E-002
1.260000E+003	5.600701E-001	4.962995E-002
1.261000E+003	3.927397E-001	7.183831E-002
1.262000E+003	3.394381E-001	1.245179E-001
1.263000E+003	1.719040E-001	1.634478E-001
1.264000E+003	6.384991E-002	1.823884E-001
1.265000E+003	-8.246717E-002	2.003675E-001
1.266000E+003	-2.528265E-001	1.828541E-001
1.267000E+003	-2.008899E-001	1.355826E-001
1.268000E+003	-3.371279E-001	7.417387E-002
1.269000E+003	-4.745015E-001	1.039119E-001
1.270000E+003	-5.349120E-001	9.121136E-002
1.271000E+003	-4.725724E-001	7.167750E-002
1.272000E+003	-4.792331E-001	1.207460E-001
1.273000E+003	-5.210786E-001	1.335110E-001
1.274000E+003	-4.931896E-001	1.145502E-001
1.275000E+003	-5.002185E-001	1.133301E-001
1.276000E+003	-5.780969E-001	8.690947E-002
1.277000E+003	-5.616451E-001	5.900093E-002
1.278000E+003	-6.286613E-001	1.733717E-002
1.279000E+003	-5.861066E-001	8.997501E-002
1.280000E+003	-4.968483E-001	9.971445E-002
1.281000E+003	-4.152963E-001	9.111845E-002
1.282000E+003	-4.971420E-001	6.788961E-002
1.283000E+003	-5.667397E-001	1.085572E-001
1.284000E+003	-4.577796E-001	1.438879E-001
1.285000E+003	-3.020786E-001	1.233265E-001
1.286000E+003	-3.600880E-001	1.131676E-001
1.287000E+003	-1.313432E-001	1.081954E-001
1.288000E+003	1.206897E-001	1.347773E-001
1.289000E+003	3.784617E-001	2.419870E-001
1.290000E+003	6.015996E-001	2.540725E-001
1.291000E+003	4.961798E-001	2.316751E-001
1.292000E+003	4.541861E-001	2.426052E-001
1.293000E+003	5.074400E-001	2.417394E-001
1.294000E+003	3.964342E-001	2.222687E-001
1.295000E+003	2.417851E-001	2.476027E-001
1.296000E+003	4.584424E-001	1.760401E-001
1.297000E+003	4.167326E-001	2.085314E-001
1.298000E+003	8.300599E-002	2.809030E-001
1.299000E+003	1.553053E-002	1.906388E-001
1.300000E+003	-2.851265E-001	1.334753E-001
1.301000E+003	-3.680299E-001	1.934102E-001
1.302000E+003	-4.474603E-001	1.698216E-001
1.303000E+003	-6.112019E-001	1.176656E-001
1.304000E+003	-5.421039E-001	9.017336E-002
1.305000E+003	-5.407158E-001	8.787107E-002
1.306000E+003	-5.474634E-001	9.396255E-002
1.307000E+003	-6.513487E-001	4.455027E-002
1.308000E+003	-7.292625E-001	5.283863E-002
1.309000E+003	-7.842054E-001	7.331759E-002
1.310000E+003	-8.101132E-001	7.782681E-002
1.311000E+003	-8.153238E-001	7.498254E-002
1.312000E+003	-8.103137E-001	7.367186E-002
1.313000E+003	-8.902181E-001	1.215045E-001
1.314000E+003	-8.387190E-001	1.020564E-001
1.315000E+003	-8.514054E-001	1.244111E-001
1.316000E+003	-9.098265E-001	1.847003E-001
1.317000E+003	-8.289702E-001	1.486073E-001
1.318000E+003	-7.075370E-001	1.148911E-001
1.319000E+003	-6.490391E-001	1.115445E-001
1.320000E+003	-5.916212E-001	1.081929E-001
1.321000E+003	-5.583695E-001	1.119674E-001
1.322000E+003	-4.457553E-001	9.584818E-002
1.323000E+003	-3.121430E-001	9.489249E-002
1.324000E+003	-3.638620E-001	1.015850E-001
1.325000E+003	-3.236921E-001	1.092285E-001
1.326000E+003	-1.742273E-001	7.557358E-002
1.327000E+003	-3.142516E-003	8.848466E-002
1.328000E+003	4.379146E-002	7.542114E-002
1.329000E+003	7.614922E-002	6.194614E-002
1.330000E+003	1.422366E-001	7.377939E-002
1.331000E+003	1.675077E-001	7.843591E-002
1.332000E+003	2.138582E-001	8.628099E-002
1.333000E+003	3.287324E-001	8.756595E-002
1.334000E+003	3.637922E-001	1.461192E-001
1.335000E+003	4.580662E-001	1.592841E-001
1.336000E+003	4.022144E-001	1.654159E-001
1.337000E+003	3.602533E-001	1.768144E-001
1.338000E+003	2.528774E-001	1.641989E-001
1.339000E+003	8.583821E-002	1.304747E-001
1.340000E+003	-1.314099E-002	1.417675E-001
1.341000E+003	-3.734372E-003	1.244830E-001
1.342000E+003	-2.266551E-001	1.547829E-001
1.343000E+003	-3.251987E-001	1.626798E-001
1.344000E+003	-5.813909E-001	1.672804E-001
1.345000E+003	-9.064388E-001	1.331179E-001
1.346000E+003	-1.050238E+000	1.355941E-001
1.347000E+003	-1.149693E+000	1.603304E-001
1.348000E+003	-1.258114E+000	1.741703E-001
1.349000E+003	-1.250478E+000	1.528616E-001
1.350000E+003	-1.177790E+000	1.265921E-001
1.351000E+003	-1.157639E+000	1.119621E-001
1.352000E+003	-1.139102E+000	1.050353E-001
1.353000E+003	-1.127761E+000	1.109026E-001
1.354000E+003	-1.080679E+000	8.735119E-002
1.355000E+003	-1.003212E+000	6.764667E-002
1.356000E+003	-9.189721E-001	7.770288E-002
1.357000E+003	-9.484540E-001	7.119628E-002
1.358000E+003	-8.842575E-001	5.940281E-002
1.359000E+003	-7.899049E-001	7.632894E-002
1.360000E+003	-7.036425E-001	1.090445E-001
1.361000E+003	-6.780560E-001	7.766153E-002
1.362000E+003	-6.339725E-001	1.260241E-001
1.363000E+003	-3.621550E-001	1.157243E-001
1.364000E+003	-2.459464E-001	1.097159E-001
1.365000E+003	-8.331879E-002	9.551943E-002
1.366000E+003	6.297013E-002	1.603177E-001
1.367000E+003	4.319478E-002	1.658164E-001
1.368000E+003	2.700725E-001	1.734438E-001
1.369000E+003	3.290610E-001	1.341821E-001
1.370000E+003	4.524610E-001	1.588419E-001
1.371000E+003	4.696104E-001	1.681290E-001
1.372000E+003	5.050211E-001	1.922162E-001
1.373000E+003	3.814471E-001	1.774541E-001
1.374000E+003	3.041724E-001	1.936750E-001
1.375000E+003	6.566697E-002	1.365510E-001
1.376000E+003	-5.999405E-002	1.314177E-001
1.377000E+003	-1.150239E-001	1.126115E-001
1.378000E+003	-1.021415E-001	1.158776E-001
1.379000E+003	-1.105656E-001	1.327693E-001
1.380000E+003	-2.414079E-001	1.537680E-001
1.381000E+003	-4.035511E-001	1.682543E-001
1.382000E+003	-5.460036E-001	2.008718E-001
1.383000E+003	-6.287082E-001	2.161552E-001
1.384000E+003	-6.269448E-001	1.812530E-001
1.385000E+003	-5.562175E-001	2.002019E-001
1.386000E+003	-5.921711E-001	1.599615E-001
1.387000E+003	-6.646255E-001	9.557786E-002
1.388000E+003	-6.743383E-001	9.752674E-002
1.389000E+003	-6.297038E-001	1.046356E-001
1.390000E+003	-7.072276E-001	8.681288E-002
1.391000E+003	-7.756975E-001	9.604353E-002
1.392000E+003	-8.371784E-001	1.043119E-001
1.393000E+003	-6.812385E-001	1.237468E-001
1.394000E+003	-7.811736E-001	1.277949E-001
1.395000E+003	-8.651179E-001	1.007084E-001
1.396000E+003	-8.712421E-001	9.127233E-002
1.397000E+003	-9.593940E-001	7.347354E-002
1.398000E+003	-9.016534E-001	6.828589E-002
1.399000E+003	-8.763856E-001	7.963959E-002
1.400000E+003	-8.362440E-001	9.860957E-002
1.401000E+003	-6.762917E-001	1.236379E-001
1.402000E+003	-4.604025E-001	1.406784E-001
1.403000E+003	-4.975600E-001	1.271242E-001
1.404000E+003	-4.460262E-001	1.308813E-001
1.405000E+003	-7.502207E-002	1.527045E-001
1.406000E+003	-2.057622E-001	1.943948E-001
1.407000E+003	-2.528762E-002	1.926904E-001
1.408000E+003	1.024829E-001	2.036958E-001
1.409000E+003	2.895634E-001	1.063979E-001
1.410000E+003	4.430432E-001	1.231531E-001
1.411000E+003	5.877848E-001	1.495884E-001
1.412000E+003	6.082942E-001	1.640381E-001
1.413000E+003	7.516670E-001	2.071512E-001
1.414000E+003	7.572087E-001	2.205097E-001
1.415000E+003	5.789355E-001	1.632527E-001
1.416000E+003	3.657456E-001	1.190719E-001
1.417000E+003	1.477975E-001	1.326267E-001
1.418000E+003	-1.348640E-001	1.733605E-001
1.419000E+003	-4.765203E-002	1.214138E-001
1.420000E+003	-8.403703E-003	7.897750E-002
1.421000E+003	-2.090670E-002	6.708001E-002
1.422000E+003	-2.340144E-001	1.145878E-001
1.423000E+003	-4.372747E-001	1.464447E-001
1.424000E+003	-5.954451E-001	1.613764E-001
1.425000E+003	-7.800470E-001	1.327020E-001
1.426000E+003	-9.162533E-001	1.219876E-001
1.427000E+003	-1.114712E+000	1.062201E-001
1.428000E+003	-1.196154E+000	1.148929E-001
1.429000E+003	-1.216813E+000	1.034884E-001
1.430000E+003	-1.111307E+000	6.813486E-002
1.431000E+003	-1.155004E+000	9.753713E-002
1.432000E+003	-1.310705E+000	5.554401E-002
1.433000E+003	-1.358457E+000	7.839784E-002
1.434000E+003	-1.379773E+000	1.298513E-001
1.435000E+003	-1.332777E+000	1.881660E-001
1.436000E+003	-1.459036E+000	1.992391E-001
1.437000E+003	-1.488319E+000	1.930123E-001
1.438000E+003	-1.420323E+000	1.460319E-001
1.439000E+003	-1.211132E+000	1.215215E-001
1.440000E+003	-1.050444E+000	2.070366E-001
1.441000E+003	-1.077763E+000	1.642387E-001
1.442000E+003	-1.169800E+000	1.393042E-001
1.443000E+003	-1.269748E+000	1.165956E-001
1.444000E+003	-1.313569E+000	9.216212E-002
1.445000E+003	-1.284185E+000	7.207270E-002
1.446000E+003	-1.258506E+000	1.248803E-001
