Time(kyr)	      Stack_mean	      Standard_error
1.447000E+003	-1.187746E+000	1.256380E-001
1.448000E+003	-1.124671E+000	1.441901E-001
1.449000E+003	-8.551451E-001	1.211027E-001
1.450000E+003	-9.819241E-001	1.799630E-001
1.451000E+003	-9.358138E-001	2.196649E-001
1.452000E+003	-8.790218E-001	2.899523E-001
1.453000E+003	-8.206439E-001	3.769511E-001
1.454000E+003	-6.197568E-001	3.905261E-001
1.455000E+003	-1.827830E-001	3.226618E-001
1.456000E+003	7.600557E-001	3.131684E-001
1.457000E+003	1.037067E+000	3.585726E-001
1.458000E+003	1.055897E+000	3.580796E-001
1.459000E+003	7.731332E-001	3.456970E-001
1.460000E+003	6.859402E-001	2.667049E-001
1.461000E+003	4.466752E-001	2.124607E-001
1.462000E+003	2.427867E-001	1.760445E-001
1.463000E+003	1.934688E-002	1.228985E-001
1.464000E+003	-1.022058E-001	5.911008E-002
1.465000E+003	-1.152678E-001	1.343650E-001
1.466000E+003	-3.943952E-001	1.996891E-001
1.467000E+003	-7.219695E-001	1.860026E-001
1.468000E+003	-1.010960E+000	7.448133E-002
1.469000E+003	-1.253247E+000	6.827569E-002
1.470000E+003	-1.272141E+000	8.944184E-002
1.471000E+003	-1.278516E+000	1.037915E-001
1.472000E+003	-1.330831E+000	9.831378E-002
1.473000E+003	-1.388386E+000	1.055612E-001
1.474000E+003	-1.264535E+000	1.499531E-001
1.475000E+003	-1.345536E+000	1.362195E-001
1.476000E+003	-1.281266E+000	1.173566E-001
1.477000E+003	-1.199217E+000	1.051334E-001
1.478000E+003	-1.153923E+000	1.076961E-001
1.479000E+003	-1.082242E+000	1.056637E-001
1.480000E+003	-9.997939E-001	1.168130E-001
1.481000E+003	-9.056418E-001	1.420337E-001
1.482000E+003	-8.391668E-001	1.746887E-001
1.483000E+003	-9.527675E-001	1.697269E-001
1.484000E+003	-1.008606E+000	1.328239E-001
1.485000E+003	-1.005031E+000	1.616475E-001
1.486000E+003	-1.013701E+000	2.003396E-001
1.487000E+003	-1.010058E+000	2.536549E-001
1.488000E+003	-9.358506E-001	2.693516E-001
1.489000E+003	-8.520259E-001	2.841725E-001
1.490000E+003	-6.029543E-001	1.704622E-001
1.491000E+003	-4.207192E-001	1.019809E-001
1.492000E+003	-1.926211E-001	6.528038E-002
1.493000E+003	3.879171E-002	1.605265E-001
1.494000E+003	1.464472E-001	1.725690E-001
1.495000E+003	3.415797E-001	2.414983E-001
1.496000E+003	4.021514E-001	2.281821E-001
1.497000E+003	2.922812E-001	8.390450E-002
1.498000E+003	3.886334E-001	1.188258E-001
1.499000E+003	5.779065E-001	1.922425E-001
1.500000E+003	4.864601E-001	5.346559E-002
