     0.0000  1.703400000000000E+01  4.069500000000000E+00  1.951700000000000E+00 -4.023100000000000E-01  3.460700000000000E+00 -2.338000000000000E+00 -3.122700000000000E+00  9.069900000000000E-01  1.489000000000000E+00 -2.933300000000000E-01 -1.013200000000000E+00 -1.201700000000000E+00 -4.805600000000000E-01 -5.404200000000000E-01  7.979800000000000E-01  1.029200000000000E+00  1.228700000000000E+00 -5.836100000000000E-01 -6.682100000000000E-01 -3.515800000000000E-01 -5.324400000000000E-01  6.470200000000000E-02  3.070400000000000E-01  3.903200000000000E-01
     1.0000  1.704206734360893E+01  4.131029047444970E+00  1.936793469670277E+00 -4.177421642190302E-01  3.499088096553960E+00 -2.340686190584621E+00 -3.094298283017246E+00  9.030359421833767E-01  1.480285647361772E+00 -2.654014020671158E-01 -1.021149326728960E+00 -1.187479883713708E+00 -4.834689233018268E-01 -5.292141281447915E-01  7.995349598075038E-01  1.015770179491529E+00  1.242653519804698E+00 -5.885672262165078E-01 -6.548656229635922E-01 -3.632401965139220E-01 -5.278395984764109E-01  6.394599441642668E-02  3.106340174437380E-01  3.918126579155255E-01
     2.0000  1.704053247533116E+01  4.185761687170641E+00  1.880826776754545E+00 -4.373775697669753E-01  3.531641776295389E+00 -2.368817130837982E+00 -3.069821637285978E+00  8.736348529968914E-01  1.467596217619646E+00 -2.418187819085747E-01 -1.040507668791385E+00 -1.176886829260235E+00 -5.016791302787770E-01 -5.203379275318046E-01  7.890037593345788E-01  1.000903347373157E+00  1.254409475577347E+00 -5.957721789522766E-01 -6.429406808628046E-01 -3.804074948563967E-01 -5.261149767205369E-01  5.565528029464267E-02  3.132062691107524E-01  3.893862302788097E-01
     3.0000  1.705645862413992E+01  4.242155714046400E+00  1.911316507443654E+00 -4.468073526241294E-01  3.567426363344706E+00 -2.344158494582753E+00 -3.043409147002861E+00  8.987369187238048E-01  1.464366698434978E+00 -2.161531128302347E-01 -1.034772733409839E+00 -1.162306752316034E+00 -4.868361611272458E-01 -5.089171509648568E-01  8.041660562178332E-01  9.917330992580699E-01  1.267231587908531E+00 -5.974572652348623E-01 -6.314887590442416E-01 -3.836481222908252E-01 -5.194566809671139E-01  6.369123424353013E-02  3.172826019429103E-01  3.951890982709024E-01
     4.0000  1.706601988460201E+01  4.301098370029329E+00  1.908619655561427E+00 -4.615457826261944E-01  3.603462030318238E+00 -2.339182394193219E+00 -3.016472055300160E+00  9.041669904184632E-01  1.456969793076144E+00 -1.904377016907996E-01 -1.038700084622900E+00 -1.148774014361457E+00 -4.838680748849835E-01 -4.978624056740604E-01  8.104735879756596E-01  9.797934216342046E-01  1.280055241578507E+00 -6.014831482028586E-01 -6.195274796667291E-01 -3.925042270537034E-01 -5.144141342470268E-01  6.598639344600558E-02  3.210473788143622E-01  3.982558785392786E-01
     5.0000  1.707593615840687E+01  4.358389919035878E+00  1.909845711116169E+00 -4.758152437724168E-01  3.638273825659426E+00 -2.331853133028881E+00 -2.990366656585708E+00  9.124486449669231E-01  1.450106269716395E+00 -1.657513058565957E-01 -1.041301886894771E+00 -1.135633020544672E+00 -4.791117780588746E-01 -4.870116939133143E-01  8.181628025829707E-01  9.684921177844402E-01  1.292358272509810E+00 -6.051551924522975E-01 -6.081530091411299E-01 -4.003561121339769E-01 -5.093015727039644E-01  6.919497221933056E-02  3.248095681769504E-01  4.017640947083132E-01
     6.0000  1.707883009217858E+01  4.421715101925668E+00  1.870911469252652E+00 -4.967158624679862E-01  3.675582629384077E+00 -2.348198674453390E+00 -2.962116791698223E+00  8.965556865306183E-01  1.437972659505238E+00 -1.392599679999769E-01 -1.055870843526818E+00 -1.122863009372984E+00 -4.890266050389465E-01 -4.760551216121416E-01  8.149683700072259E-01  9.532073160592147E-01  1.305544015039404E+00 -6.118409747207649E-01 -5.952984191543700E-01 -4.155799715395057E-01 -5.058823017432690E-01  6.528204370978050E-02  3.283350080034178E-01  4.019232581841138E-01
     7.0000  1.707951928394354E+01  4.480306179972573E+00  1.825537398428010E+00 -5.175860286679852E-01  3.709573858359309E+00 -2.368871302066314E+00 -2.936225552000617E+00  8.765203131673347E-01  1.425605615006542E+00 -1.152367544214464E-01 -1.071986443932675E+00 -1.111597053279257E+00 -5.013882849044559E-01 -4.661530720857533E-01  8.096471372009916E-01  9.384462144089633E-01  1.317489829429345E+00 -6.186443474162083E-01 -5.835165428852781E-01 -4.310813338930681E-01 -5.032380509911647E-01  6.013965527416713E-02  3.314834391486521E-01  4.013433110038595E-01
     8.0000  1.708923270853935E+01  4.540797170658252E+00  1.825132079994345E+00 -5.340927699822200E-01  3.745359882249220E+00 -2.361717973818339E+00 -2.909068580097166E+00  8.859350200602721E-01  1.417861925517183E+00 -9.029091251618070E-02 -1.074947645662137E+00 -1.098305059821581E+00 -4.958137434822207E-01 -4.547214671565020E-01  8.185193473299569E-01  9.265008846191468E-01  1.329895544059398E+00 -6.226599482297903E-01 -5.721295390446984E-01 -4.392776721362998E-01 -4.979393496818942E-01  6.396186066957021E-02  3.355487924150834E-01  4.053767979523841E-01
     9.0000  1.709647829189975E+01  4.600095855237354E+00  1.813992010174271E+00 -5.520105843722195E-01  3.779851297813437E+00 -2.361089575048815E+00 -2.882722938212226E+00  8.890064230731854E-01  1.408966437420116E+00 -6.637599295151644E-02 -1.080884151233351E+00 -1.085896378684216E+00 -4.940349661291134E-01 -4.437860245715120E-01  8.244746640901931E-01  9.140778354647981E-01  1.341775703815925E+00 -6.273052030065349E-01 -5.610830303594584E-01 -4.489460307315835E-01 -4.933417233062538E-01  6.594560111203268E-02  3.394013493058184E-01  4.084858646017495E-01
    10.0000  1.710319237252107E+01  4.659462177687491E+00  1.800829482525759E+00 -5.706086008694057E-01  3.814019955047933E+00 -2.361532681197152E+00 -2.856503072112596E+00  8.914019577733345E-01  1.399733311916078E+00 -4.283171745639384E-02 -1.087318562507192E+00 -1.073729000211513E+00 -4.926173613992934E-01 -4.328836655316068E-01  8.302649803701732E-01  9.015359117253143E-01  1.353461711877388E+00 -6.320959261519841E-01 -5.502192631998870E-01 -4.588297406767877E-01 -4.888518974851120E-01  6.780674047205877E-02  3.432662521645834E-01  4.115734532902484E-01
    11.0000  1.711014698310719E+01  4.717799414222053E+00  1.790511285121719E+00 -5.890419372751619E-01  3.847303205163903E+00 -2.360201801165710E+00 -2.830851089281435E+00  8.960748401213999E-01  1.390833228196470E+00 -2.007918194001978E-02 -1.092770202618651E+00 -1.061862567238044E+00 -4.897609719991057E-01 -4.220954747013695E-01  8.372141300841450E-01  8.894348502974315E-01  1.364744673209984E+00 -6.366441080448185E-01 -5.398165431152320E-01 -4.679687193901091E-01 -4.842970754252944E-01  7.042032899517628E-02  3.471532755911687E-01  4.150439138782340E-01
    12.0000  1.711921812936725E+01  4.770191655333504E+00  1.796642609678485E+00 -6.043945264871147E-01  3.877071652935784E+00 -2.349387173833669E+00 -2.807817793400402E+00  9.109133225897568E-01  1.384389201079199E+00 -1.355591761698006E-05 -1.093024468402179E+00 -1.050849688684892E+00 -4.806587737429776E-01 -4.119988354657734E-01  8.486960883204373E-01  8.796995035927374E-01  1.374684678995666E+00 -6.397419090790324E-01 -5.309746339591133E-01 -4.734457878878364E-01 -4.793567207979778E-01  7.608222055813217E-02  3.509602350505416E-01  4.198828792221546E-01
    13.0000  1.712489909882123E+01  4.829580556831044E+00  1.780445782233764E+00 -6.246470628064739E-01  3.910216451279440E+00 -2.351208576975478E+00 -2.782025957429165E+00  9.132072198378769E-01  1.374496218099841E+00  2.236073813867040E-02 -1.100052645892324E+00 -1.039334169678314E+00 -4.791517867395010E-01 -4.011510309141884E-01  8.548948719835786E-01  8.670509745406993E-01  1.385759609041439E+00 -6.447604854234200E-01 -5.207397021773523E-01 -4.834437553966647E-01 -4.750383603383126E-01  7.815551650242246E-02  3.549024869988094E-01  4.231933186853423E-01
    14.0000  1.710860948648622E+01  4.725245338966414E+00  1.775462606649922E+00 -5.921893591041388E-01  3.851869700700457E+00 -2.368711484312321E+00 -2.827486590704109E+00  8.867895066626066E-01  1.388384967502822E+00 -1.660062744522031E-02 -1.097668823127060E+00 -1.060549865197803E+00 -4.954962843815153E-01 -4.210864589596622E-01  8.331445927839096E-01  8.868565601093453E-01  1.366485548197913E+00 -6.380984401087927E-01 -5.378984120591506E-01 -4.716541863221628E-01 -4.844722858604099E-01  6.762813559268033E-02  3.473403973727682E-01  4.138408361683721E-01
    15.0000  1.712569358453444E+01  4.831416351950038E+00  1.781186512456795E+00 -6.240261699897750E-01  3.912095918698523E+00 -2.350908563269282E+00 -2.780871328786024E+00  9.125132382690053E-01  1.374601871442709E+00  2.404263574375628E-02 -1.100158023398492E+00 -1.038471487657112E+00 -4.796988051837093E-01 -4.008003819416566E-01  8.543374863448611E-01  8.666526965552984E-01  1.386619043544040E+00 -6.448100703871003E-01 -5.198674927772042E-01 -4.838804526875551E-01 -4.748314725759149E-01  7.778298199535229E-02  3.549373018777764E-01  4.229776582524796E-01
    16.0000  1.710847039701992E+01  4.728872169879618E+00  1.770304161398726E+00 -5.929314051866655E-01  3.854544010798160E+00 -2.371726368289408E+00 -2.825655098731598E+00  8.828905485144192E-01  1.387565780818700E+00 -1.440699517351260E-02 -1.099542025548403E+00 -1.059601954177795E+00 -4.979735764302536E-01 -4.205469448545438E-01  8.312683992890615E-01  8.857071403301314E-01  1.367594128976827E+00 -6.386536061137602E-01 -5.367125316233444E-01 -4.732521882999620E-01 -4.844351474470412E-01  6.635518782580328E-02  3.474153053762469E-01  4.132508321167124E-01
    17.0000  1.712562155640477E+01  4.834786231772458E+00  1.776606008494245E+00 -6.246454769899968E-01  3.914619355345595E+00 -2.353596641958510E+00 -2.779152989580919E+00  9.089617525306237E-01  1.373875448808474E+00  2.612329238648969E-02 -1.101846684147492E+00 -1.037563553496896E+00 -4.819625920391007E-01 -4.002942807891455E-01  8.526119570099481E-01  8.655957443369963E-01  1.387671235361532E+00 -6.453110756797189E-01 -5.187447617540079E-01 -4.853437638474395E-01 -4.747850119751040E-01  7.661316685425804E-02  3.550060216628104E-01  4.224319355877847E-01
    18.0000  1.710837336100993E+01  4.732359333360224E+00  1.765483495777790E+00 -5.936011704070884E-01  3.857138921231989E+00 -2.374550205389398E+00 -2.823883961557825E+00  8.791915471511097E-01  1.386800321399645E+00 -1.227203764117300E-02 -1.101308642588086E+00 -1.058673680535220E+00 -5.003284069547781E-01 -4.200250233129328E-01  8.294783557350364E-01  8.846094013906213E-01  1.368673485652408E+00 -6.391777338002429E-01 -5.355598165663770E-01 -4.747739117290855E-01 -4.843916217670244E-01  6.514110976236917E-02  3.474869708967770E-01  4.126860633554884E-01
    19.0000  1.712560090692997E+01  4.837980531125600E+00  1.772434993772776E+00 -6.251713048667557E-01  3.917045950972891E+00 -2.356055393768434E+00 -2.777509339361137E+00  9.056458170639132E-01  1.373215990575945E+00  2.813391515216423E-02 -1.103406784091557E+00 -1.036679078465812E+00 -4.840825557785369E-01 -3.998107548737782E-01  8.509857088685324E-01  8.646023225278765E-01  1.388688636338643E+00 -6.457739465902839E-01 -5.176612641158232E-01 -4.867150160738514E-01 -4.747313412852806E-01  7.551177596975141E-02  3.550699830361874E-01  4.219147356769335E-01
