     0.0000  1.703400000000000E+01  4.069500000000000E+00  1.951700000000000E+00 -4.023100000000000E-01  3.460700000000000E+00 -2.338000000000000E+00 -3.122700000000000E+00  9.069900000000000E-01  1.489000000000000E+00 -2.933300000000000E-01 -1.013200000000000E+00 -1.201700000000000E+00 -4.805600000000000E-01 -5.404200000000000E-01  7.979800000000000E-01  1.029200000000000E+00  1.228700000000000E+00 -5.836100000000000E-01 -6.682100000000000E-01 -3.515800000000000E-01 -5.324400000000000E-01  6.470200000000000E-02  3.070400000000000E-01  3.903200000000000E-01
     1.0000  1.702593265515262E+01  4.007970952259160E+00  1.966606530187826E+00 -3.868778357517202E-01  3.422311903194433E+00 -2.335313809245397E+00 -3.151101716755720E+00  9.109440577506814E-01  1.497714352529972E+00 -3.212585979115579E-01 -1.005250673197376E+00 -1.215920116198923E+00 -4.776510766632345E-01 -5.516258718159178E-01  7.964250401344799E-01  1.042629820433644E+00  1.214746480105970E+00 -5.786527737410612E-01 -6.815543769878261E-01 -3.399198034605167E-01 -5.370404014848785E-01  6.545800557886922E-02  3.034459825339390E-01  3.888273420560967E-01
     2.0000  1.701234594900525E+01  3.952466298272877E+00  1.949536829901371E+00 -3.774269513732591E-01  3.386356265966110E+00 -2.351193891688312E+00 -3.177362938391243E+00  8.963663522764549E-01  1.501985212308151E+00 -3.475743763084888E-01 -1.006802846011021E+00 -1.230320703948821E+00 -4.859479347254648E-01 -5.625109885809784E-01  7.867621248630964E-01  1.052679185756540E+00  1.201574997258842E+00 -5.761839552513578E-01 -6.936821579527106E-01 -3.341815619948821E-01 -5.428832527985848E-01  6.084852790609557E-02  2.997817573495837E-01  3.848970223624321E-01
     3.0000  1.703999536270757E+01  4.051046905537489E+00  1.996929076388900E+00 -3.917460904784886E-01  3.450932075059684E+00 -2.312735607016726E+00 -3.130373512642677E+00  9.324592814453059E-01  1.496400001939294E+00 -3.002388239094694E-01 -9.991571953984668E-01 -1.203878620152648E+00 -4.650674025089158E-01 -5.427431996571118E-01  8.085816420905078E-01  1.035989449061724E+00  1.225279275020876E+00 -5.794487912478808E-01 -6.721100269099348E-01 -3.416878382004955E-01 -5.315588164281306E-01  7.201743721342420E-02  3.065293044726300E-01  3.933371734855513E-01
     4.0000  1.702086783780613E+01  3.935382052466135E+00  2.006120593208981E+00 -3.656975472336165E-01  3.377797506512122E+00 -2.318906033984519E+00 -3.184222540336768E+00  9.289826826274670E-01  1.510515622261616E+00 -3.536124230163880E-01 -9.895500429458801E-01 -1.231665087950352E+00 -4.661400065371045E-01 -5.642844581834368E-01  8.007684649768378E-01  1.059978258212777E+00  1.198594345312693E+00 -5.713705592379914E-01 -6.973561364574052E-01 -3.226567901327838E-01 -5.412523024067424E-01  7.029779138189528E-02  2.995325326308723E-01  3.890175385932083E-01
     5.0000  1.704636570825701E+01  4.037161810139954E+00  2.040311877021781E+00 -3.826451082551015E-01  3.443824908670434E+00 -2.288038091077468E+00 -3.136018940793124E+00  9.574900261970780E-01  1.503013974212042E+00 -3.052866393864671E-01 -9.858683193243445E-01 -1.205126467205971E+00 -4.498519017235337E-01 -5.442500894605222E-01  8.193113265344122E-01  1.041749699950938E+00  1.222783569262284E+00 -5.757088781948088E-01 -6.751298213316138E-01 -3.327140281711360E-01 -5.303780107109408E-01  7.927635003989569E-02  3.062956424535514E-01  3.964855208053694E-01
     6.0000  1.702791014831533E+01  3.921041674183091E+00  2.053485490989734E+00 -3.561175774120717E-01  3.370422358695956E+00 -2.291792652992718E+00 -3.190059833030420E+00  9.566303528521032E-01  1.517599159823741E+00 -3.589040659577337E-01 -9.750494300181760E-01 -1.232902732895642E+00 -4.493201904352337E-01 -5.657726678450546E-01  8.127408117301343E-01  1.066117296003844E+00  1.195975772719703E+00 -5.673444027593689E-01 -7.005681725544823E-01 -3.129290020837347E-01 -5.398916153848404E-01  7.835750962854192E-02  2.993456324856836E-01  3.925630513930062E-01
     7.0000  1.705306202072848E+01  4.023407961553497E+00  2.085482773344239E+00 -3.735089274858963E-01  3.436729457675854E+00 -2.262182424225856E+00 -3.141627337047848E+00  9.838744859693879E-01  1.509774008161297E+00 -3.103840179244255E-01 -9.720309072669838E-01 -1.206332690331901E+00 -4.337979229280075E-01 -5.456837438362299E-01  8.307391218492340E-01  1.047621499993795E+00  1.220260535129953E+00 -5.718645705089312E-01 -6.782186809871563E-01 -3.234199903525388E-01 -5.290872806146327E-01  8.697068613979150E-02  3.061142396554369E-01  3.998699828099969E-01
     8.0000  1.703528854421528E+01  3.907178896773600E+00  2.102433120798784E+00 -3.466370129698501E-01  3.363247221172768E+00 -2.263598171861501E+00 -3.195712080369581E+00  9.855795214455453E-01  1.524757954495196E+00 -3.641190803714532E-01 -9.600729150070841E-01 -1.234037413805548E+00 -4.316925572483491E-01 -5.671271960029379E-01  8.254176514918344E-01  1.072286631674598E+00  1.193392223513949E+00 -5.632504048444105E-01 -7.037900385134301E-01 -3.029565923193414E-01 -5.384019727952807E-01  8.684566266848127E-02  2.992324726796267E-01  3.963546927694139E-01
     9.0000  1.705995966364964E+01  4.011011516117146E+00  2.130730067980602E+00 -3.648315207731059E-01  3.430364879443141E+00 -2.236078184174047E+00 -3.146655927722427E+00  1.010663414954560E+00  1.516345192600748E+00 -3.150079576712749E-01 -9.582124892599848E-01 -1.207278177162750E+00 -4.174899453829141E-01 -5.468571606650618E-01  8.424919278039615E-01  1.053239686520755E+00  1.217970787809880E+00 -5.681070398507937E-01 -6.811040720226638E-01 -3.142659726299942E-01 -5.276733359509362E-01  9.482736525255923E-02  3.060351169280380E-01  4.033922722296204E-01
    10.0000  1.704301198244546E+01  3.894560266718714E+00  2.152319556956839E+00 -3.375058651984924E-01  3.356737477225413E+00 -2.234634299350781E+00 -3.200832146115447E+00  1.015495259773592E+00  1.531831866613399E+00 -3.689180563711495E-01 -9.448526509312754E-01 -1.234911693282444E+00 -4.134664582592151E-01 -5.682202379552066E-01  8.386847824225182E-01  1.078287135017539E+00  1.191013103026465E+00 -5.591801884587134E-01 -7.068519796742120E-01 -2.929594376952469E-01 -5.367514406449017E-01  9.566764476858970E-02  2.992305737296849E-01  4.003685401109225E-01
    11.0000  1.706697051140020E+01  4.001050361410405E+00  2.174600109245911E+00 -3.570076507712799E-01  3.425389651933302E+00 -2.210505997609431E+00 -3.150616547043894E+00  1.037007559633834E+00  1.522447095638329E+00 -3.186684423964489E-01 -9.449046716704679E-01 -1.207754377872968E+00 -4.014546777487313E-01 -5.476051395905729E-01  8.542229853592297E-01  1.058283965787994E+00  1.216159226875891E+00 -5.646002664061269E-01 -6.835296765558394E-01 -3.056582468348293E-01 -5.261215245821835E-01  1.025955987510626E-01  3.060998219052965E-01  4.069575994526676E-01
    12.0000  1.705107549224020E+01  3.884250982775200E+00  2.202128575611007E+00 -3.290667387921917E-01  3.351551545642383E+00 -2.205415251320489E+00 -3.204933164970012E+00  1.045808063447548E+00  1.538589711569138E+00 -3.728137665876856E-01 -9.297511027419991E-01 -1.235303658656322E+00 -3.949982836230901E-01 -5.688776295150705E-01  8.523276207368249E-01  1.083831937276799E+00  1.189081961538674E+00 -5.552685326516759E-01 -7.095067454214875E-01 -2.832689351046609E-01 -5.349022826085872E-01  1.046571056552491E-01  2.993881836559534E-01  4.045520924409182E-01
    13.0000  1.707401258754989E+01  3.994287375422157E+00  2.215930447187919E+00 -3.503127009174391E-01  3.422281744458204E+00 -2.186107097326823E+00 -3.153159161566221E+00  1.062193126038961E+00  1.527871397347631E+00 -3.210026551444664E-01 -9.324989670505226E-01 -1.207610773444751E+00 -3.861357016228855E-01 -5.478145193290191E-01  8.656266791782775E-01  1.062516582523888E+00  1.215007547042861E+00 -5.614685454676493E-01 -6.853022515279104E-01 -2.979124171842639E-01 -5.244287886121018E-01  1.100602853756410E-01  3.063336040081744E-01  4.104781940309695E-01
    14.0000  1.705941454509576E+01  3.877202429792996E+00  2.250618860614520E+00 -3.216483495445326E-01  3.348282668109491E+00 -2.176609967369337E+00 -3.207579155724011E+00  1.075773965232852E+00  1.544792269140608E+00 -3.753601045987997E-01 -9.151933552673269E-01 -1.235021430186398E+00 -3.767512477424484E-01 -5.689527043710680E-01  8.660375414527071E-01  1.088639993247756E+00  1.187822056642990E+00 -5.516571260435010E-01 -7.115209241832126E-01 -2.742412524751561E-01 -5.328391931498979E-01  1.135915999145504E-01  2.997412201370306E-01  4.088198142875550E-01
    15.0000  1.708110008964199E+01  3.990566169162900E+00  2.254905401500313E+00 -3.446729766396346E-01  3.420959740643934E+00 -2.162791575466104E+00 -3.154348837302068E+00  1.086298855910929E+00  1.532660719151424E+00 -3.220646519578814E-01 -9.209362835155586E-01 -1.206870548092739E+00 -3.714859075514895E-01 -5.475102550723090E-01  8.767254288972715E-01  1.065980466330824E+00  1.214489116363886E+00 -5.586893716318688E-01 -6.864485326531744E-01 -2.909798466716998E-01 -5.225986423420301E-01  1.172407683288898E-01  3.067280797010017E-01  4.139574880183899E-01
    16.0000  1.706790463487884E+01  3.873587177028746E+00  2.296962919028528E+00 -3.153640674512684E-01  3.347038211976417E+00 -2.148713623575432E+00 -3.208692947567177E+00  1.104851214040042E+00  1.550333878252871E+00 -3.764677033277665E-01 -9.014365580546936E-01 -1.234046909995218E+00 -3.590585354959064E-01 -5.684347105041786E-01  8.795603908369978E-01  1.092616598904556E+00  1.187278328924390E+00 -5.484104255848758E-01 -7.128360736545024E-01 -2.660457769785065E-01 -5.305926629714526E-01  1.223052280307464E-01  3.002844921023521E-01  4.130914912196231E-01
    17.0000  1.708832635281927E+01  3.989264600809818E+00  2.292577952154357E+00 -3.398344714357970E-01  3.421048973696621E+00 -2.139978650607105E+00 -3.154464460560019E+00  1.109949456952490E+00  1.537000801348119E+00 -3.221339989625477E-01 -9.098705314732368E-01 -1.205645202994425E+00 -3.571196661292797E-01 -5.467821755029508E-01  8.877825745574562E-01  1.068875412347879E+00  1.214464275616363E+00 -5.561541716955454E-01 -6.871185210132016E-01 -2.845909578198975E-01 -5.206276960986617E-01  1.243220719241460E-01  3.072627350880152E-01  4.174703679409197E-01
    18.0000  1.707641482091285E+01  3.872836339719197E+00  2.341003117303874E+00 -3.101005733344368E-01  3.347460875156793E+00 -2.121883665345048E+00 -3.208539007441703E+00  1.132881056815210E+00  1.555263817918569E+00 -3.763933015326583E-01 -8.884948440596081E-01 -1.232521016506829E+00 -3.420125473631197E-01 -5.674349846938207E-01  8.927876409743459E-01  1.095864732403539E+00  1.187322557391228E+00 -5.455016763466045E-01 -7.135692291761389E-01 -2.586251914287419E-01 -5.282215572723079E-01  1.307452312368036E-01  3.009793215421862E-01  4.173227780563326E-01
    19.0000  1.706108729584914E+01  3.814149934643635E+00  2.318061512854795E+00 -3.006785401185887E-01  3.309341411403986E+00 -2.141662309043304E+00 -3.236362830305384E+00  1.114351864173623E+00  1.559240230533956E+00 -4.042678017591170E-01 -8.915681208822648E-01 -1.247938526674448E+00 -3.526786755766090E-01 -5.790708131762664E-01  8.810973309956563E-01  1.106146423016750E+00  1.173370078945017E+00 -5.432092221527416E-01 -7.263308530946122E-01 -2.533687528351361E-01 -5.346701778479681E-01  1.249335423213132E-01  2.970230574262860E-01  4.126947596866959E-01
    20.0000  1.706779787623445E+01  3.772633864792740E+00  2.393997045960687E+00 -2.849264390969742E-01  3.283060492964018E+00 -2.098766539116570E+00 -3.255485189930601E+00  1.162272447640933E+00  1.571796350146480E+00 -4.245141904806599E-01 -8.663899539987152E-01 -1.255930115782455E+00 -3.229398350527083E-01 -5.848899580345527E-01  9.022712060962397E-01  1.120036566488649E+00  1.163219474191082E+00 -5.356377518729154E-01 -7.373754581772827E-01 -2.338781016386269E-01 -5.341381247562105E-01  1.395049004186450E-01  2.959310442817876E-01  4.189778038214501E-01
