-10010	-11601	-924.3	-1777	-14.403	600.08	415.2	1178.2	15.844	-22.133	-39.794	22.129	11.875	-93.676	-105.98	27.099	-16.02	-41.701	0.34169	-1.7534	3.7572	23.758	-40.45	26.291	-51.713	-7.0789	-2.9415	-0.68069	0.28274	1.5932	1.2652	-8.858	-5.3502	3.8892	0.91228	10.63	-1.33	0.80877	0.65057	-2.7974	0.56769	-1.6983	-1.7322	0.27371	-0.77559	0.79369	-1.6118	-1.2552	-2.5244	-0.10468	0.2205	0.23684	-0.69182	0.30632	-0.12253	-0.23728	-0.070363	-0.3021	0.138	-0.28999	0.42554	0.212	0.41856	0.29594	-0.047376	0.049872	0.012618	-0.0025588	0.076526	0.039398	0.037126	-0.040103	0.020421	0.056069	-0.00065965	-0.08436	-0.093228	-0.18124	-0.067703	-0.087396	0.023447	-0.01354	0.0015607	0.0067155	0.029098	0.031664	-0.0085972	0.033736	-0.0072994	-0.010877	-0.0013345	-0.047113	-0.030434	-0.037556	-0.0012944	0.00808	0.055779	-0.018146	0.015951	-0.032461	-0.0011339	-0.0024412	-0.0014809	0.012237	0.0093959	0.0018378	0.0069048	0.004592	-0.0045913	-0.0050885	-0.0045521	-0.0068735	-0.004323	0.0045514	-0.0045024	0.0021475	-0.0029785	-0.012998	0.0053643	-0.00045145	0.010361
-9910	-12096	-1142.2	-1758.9	28.376	1067.8	411.06	1519.9	153.76	-18.519	-0.35176	36.068	-120.31	-40.84	-347.43	6.8551	-61.784	-56.574	-83.687	-56.934	-56.697	39.644	-59.427	44.927	-54.16	-15.489	-11.177	-21.67	-9.2056	-5.2809	2.8905	-6.493	-12.146	16.055	-1.5567	26.715	-2.61	-2.0511	-2.7439	-7.1128	-1.2073	-7.0641	-1.1665	-3.3444	3.0811	0.012006	-2.0441	-2.1307	-5.9173	-0.79904	-0.40874	-0.5474	-2.4498	-1.1751	-1.0382	-0.8047	0.26227	-0.17181	0.40572	0.49564	1.0069	0.85607	1.2617	0.7131	-0.1137	0.042627	-0.055879	-0.27857	-0.27148	-0.25253	-0.089206	-0.23884	0.28118	-0.050199	0.54456	0.11603	-0.012379	-0.33195	-0.14019	-0.38534	0.010551	-0.0065992	0.036793	0.00068265	-0.022504	-0.048161	-0.12836	-0.011419	-0.085497	0.043078	-0.023929	-0.0034401	-0.022001	-0.079043	0.00076894	-0.013414	0.10959	-0.024807	0.070222	-0.064147	-0.0058009	0.0036942	-0.001717	0.0041497	-0.011198	-0.019078	-0.016395	-0.0093891	-0.017933	-0.0084731	0.0069326	0.0085834	0.019337	0.022208	0.010098	-0.0041661	0.003289	-0.024744	0.019087	-0.0048616	0.024759
-9810	-12727	-1276.4	-1766.7	29.177	1295.7	352.07	1656.6	251.63	-17.735	48.266	23.55	-232.08	17.303	-557.4	-14.938	-96.438	-57.762	-170.95	-111.76	-106.39	49.341	-63.926	60.626	-49.812	-20.767	-18.353	-41.758	-18.354	-9.192	4.157	-4.3594	-16.958	23.215	-4.788	38.917	-3.6123	-4.5897	-6.385	-10.382	-2.958	-11.882	-0.40886	-6.7314	6.7953	-0.86057	-2.4267	-2.3401	-8.4393	-1.371	-0.91611	-1.5353	-4.0401	-2.6284	-1.8893	-1.1432	0.65638	-0.16	0.50115	1.0776	1.3699	1.4552	1.9376	1.0113	-0.1305	0.014032	-0.13975	-0.57904	-0.58914	-0.57975	-0.22031	-0.44994	0.45728	-0.17164	1.0262	0.36878	0.10859	-0.39517	-0.21234	-0.6262	-0.0045723	-0.0018731	0.070811	-0.007255	-0.084057	-0.14172	-0.26192	-0.071862	-0.1579	0.092144	-0.033643	0.049617	-0.013218	-0.10481	0.004296	-0.035273	0.14982	-0.019019	0.11849	-0.086452	-0.011841	0.015077	-0.0032722	-0.0081331	-0.036373	-0.045366	-0.039938	-0.02351	-0.030724	-0.010958	0.01966	0.024615	0.047596	0.042825	0.027297	-0.0079552	0.004836	-0.031113	0.026328	-0.009416	0.036287
-9710	-13797	-1227.3	-1828.4	-14.075	1309	259.95	1613.5	300.32	-16.242	115.27	-60.944	-281.39	43.73	-718.33	-18.463	-110.83	-46.581	-260.71	-158.22	-130.96	45.59	-57.609	70.859	-44.811	-22.377	-23.8	-60.396	-24.418	-9.269	2.4374	-2.6343	-23.432	26.86	-7.3319	47.948	-4.3963	-6.3313	-10.285	-12.605	-4.661	-16.717	0.74406	-9.4786	10.713	-1.1635	-2.1608	-2.1327	-10.38	-1.7045	-1.2626	-2.5818	-5.4963	-3.7773	-2.7879	-0.94356	0.78456	-0.028675	0.52563	1.4344	1.6729	1.9579	2.4011	1.2361	-0.11257	-0.063916	-0.20089	-0.89138	-0.83731	-0.91644	-0.26723	-0.67467	0.58977	-0.23446	1.4598	0.62093	0.21959	-0.41051	-0.28898	-0.78779	-0.0083915	-0.010097	0.093548	-0.0031837	-0.14749	-0.23559	-0.39389	-0.12407	-0.2166	0.13736	-0.019412	0.10962	8.1518e-05	-0.10442	-0.00051805	-0.043033	0.18195	-0.010075	0.15539	-0.10328	-0.018882	0.030954	-0.0024481	-0.02067	-0.060865	-0.071781	-0.057915	-0.036237	-0.040412	-0.012262	0.035923	0.037007	0.077647	0.062627	0.04034	-0.01001	0.0035134	-0.035856	0.030426	-0.011834	0.04601
-9610	-15648	-1012.4	-1837.6	-30.065	1169.8	58.51	1443.8	346.92	12.329	201.82	-234.79	-254.45	42.146	-825.92	-35.445	-93.807	-32.148	-352.97	-207.99	-137.5	17.522	-47.443	73.028	-33.999	-16.263	-29.288	-79.67	-30.689	-6.7436	-3.1193	-0.58234	-30.822	27.79	-9.3115	53.206	-4.0661	-7.204	-14.348	-15	-6.1047	-22.602	2.6593	-11.865	15.09	-0.86682	-0.38774	-1.6668	-11.555	-1.6149	-1.2494	-3.4314	-6.9668	-4.4649	-4.1779	-0.10895	0.57991	0.1924	0.5339	1.6765	1.9386	2.2396	2.6442	1.3048	-0.041945	-0.081589	-0.19826	-1.181	-0.97938	-1.3194	-0.17406	-0.91599	0.75018	-0.21786	1.9097	0.90017	0.30302	-0.37739	-0.39134	-0.89755	-0.0046894	-0.026029	0.1249	0.021524	-0.20564	-0.31643	-0.52974	-0.13245	-0.26326	0.19756	0.027256	0.16198	0.017521	-0.11015	-0.034184	-0.04963	0.18703	0.0074755	0.18249	-0.11417	-0.025379	0.050007	0.0010104	-0.030182	-0.080699	-0.095113	-0.062019	-0.044516	-0.042215	-0.0076581	0.049794	0.046026	0.10039	0.078062	0.044824	-0.010947	0.0020244	-0.038581	0.030846	-0.013761	0.051538
-9510	-18016	-826.46	-1745.6	6.3171	992.16	-136.88	1298.3	481.55	79.636	304.34	-440.7	-202.36	57.4	-894.48	-59.94	-53.151	-22.334	-427.54	-260.19	-129.3	-17.041	-44.422	72.542	-25.484	-5.1678	-34.648	-97.072	-37.829	-5.2703	-11.417	0.44272	-35.858	28.403	-9.7252	57.186	-2.7627	-7.2995	-18.736	-17.823	-7.8711	-28.126	5.0495	-13.183	19.178	-0.59838	2.1265	-1.4539	-12.059	-1.1665	-1.0571	-4.204	-8.323	-4.9023	-5.7478	0.96553	0.26951	0.44771	0.48642	2.0854	2.2037	2.3527	2.8603	1.1904	0.064296	-0.038279	-0.22431	-1.414	-1.0829	-1.74	-0.038944	-1.0913	0.96733	-0.15955	2.3243	1.1459	0.31931	-0.33362	-0.49422	-0.98114	0.034177	-0.039935	0.17161	0.034942	-0.2533	-0.38573	-0.65151	-0.11629	-0.28906	0.2695	0.0817	0.20371	0.025925	-0.12476	-0.070736	-0.062746	0.17523	0.027844	0.20029	-0.12403	-0.028691	0.068958	0.0032461	-0.036352	-0.094503	-0.1155	-0.060689	-0.049948	-0.039645	-0.0011617	0.055918	0.051737	0.10994	0.087082	0.042319	-0.014586	0.0042354	-0.038756	0.031562	-0.014236	0.054575
-9410	-20478	-753.43	-1595.3	33.969	752.52	-265.04	1165.5	766.92	166.79	362.77	-591.03	-139.67	85.1	-910.29	-63.041	-3.0078	-23.211	-462.17	-298.87	-99.933	-35.388	-48.111	84.671	-29.222	8.7501	-38.968	-106.94	-42.66	-4.0686	-16.879	-1.0812	-34.771	28.521	-8.4238	60.319	0.13904	-6.9884	-22.152	-19.719	-9.7748	-31.287	6.5472	-11.972	21.646	-0.18193	4.4517	-1.3981	-12.229	-0.27251	-0.72522	-5.0259	-9.2259	-5.1848	-6.6291	1.8956	0.39503	0.64533	0.51239	2.2173	2.2825	2.2888	3.0122	1.1268	0.25761	0.070302	-0.38137	-1.5714	-1.1214	-1.9775	0.1013	-1.0815	1.1092	-0.056055	2.5478	1.2508	0.24974	-0.28059	-0.5736	-1.0085	0.10744	-0.037512	0.23225	0.013687	-0.28015	-0.42638	-0.72448	-0.10471	-0.27895	0.31055	0.14231	0.20858	0.022076	-0.15584	-0.089895	-0.065756	0.16751	0.05154	0.2061	-0.13112	-0.032505	0.094186	-0.0021673	-0.038015	-0.10502	-0.12568	-0.058277	-0.047284	-0.038373	0.009384	0.049174	0.05083	0.10501	0.093474	0.03804	-0.016076	0.010733	-0.038693	0.030426	-0.013769	0.0565
-9310	-22984	-766.3	-1443.1	46.931	542.36	-410.94	1015.8	1187.9	243.65	386.63	-678.01	-76.427	72.635	-905.47	-46.117	30.252	-21.625	-465.23	-324.27	-62.312	-29.356	-55.961	111.41	-49.377	17.613	-39.891	-111.11	-45.817	-4.5773	-21.02	-4.0327	-31.855	29.693	-6.5752	62.611	2.3439	-6.6734	-24.05	-20.448	-12.263	-32.709	6.6026	-9.6018	21.677	-0.59023	6.0212	-1.3215	-11.969	0.25978	-0.60755	-5.536	-9.6842	-5.4034	-6.81	2.5234	0.68579	0.6511	0.34983	1.8876	2.0441	2.3245	3.1249	1.3202	0.36754	0.07565	-0.54654	-1.6823	-1.0969	-2.0867	0.22805	-0.95987	1.167	-0.031833	2.5994	1.1911	0.16896	-0.23379	-0.66229	-1.0175	0.19593	-0.033058	0.25273	-0.0034298	-0.29574	-0.43382	-0.77004	-0.10869	-0.25776	0.32082	0.17376	0.19864	0.0047533	-0.169	-0.084799	-0.048397	0.17251	0.062481	0.20316	-0.13516	-0.035416	0.11174	-0.0031306	-0.038824	-0.1075	-0.12946	-0.056995	-0.042786	-0.034551	0.017784	0.039485	0.039939	0.097942	0.098348	0.034691	-0.017536	0.017641	-0.038787	0.027771	-0.014492	0.057494
-9210	-25685	-972.26	-1003.5	96.426	425.7	-540.63	974.02	1621.9	332.45	384.57	-671.1	-20.193	21.754	-932.51	-9.4107	48.027	-20.895	-439.35	-341.67	-27.872	-2.6211	-58.771	144.9	-84.535	21.017	-39.278	-109.5	-48.551	-5.402	-27.089	-4.4873	-30.169	36.345	-1.7245	66.807	3.5521	-5.9679	-23.859	-20.383	-14.192	-33.563	7.1686	-7.4818	20.422	-1.7535	6.5015	-1.4938	-11.341	0.35797	-0.61243	-5.3357	-9.8158	-5.0875	-6.4099	3.199	1.0221	0.50132	0.1775	1.355	1.672	2.6515	3.423	1.7845	0.35196	0.0034276	-0.58375	-1.6965	-0.94599	-2.0974	0.39113	-0.78575	1.2819	-0.015017	2.603	1.1011	0.14071	-0.23817	-0.78815	-1.0977	0.30236	-0.027054	0.2613	-0.0031609	-0.27826	-0.40922	-0.78534	-0.085724	-0.2298	0.34654	0.18093	0.19679	-0.016095	-0.15031	-0.053703	-0.02276	0.20054	0.043013	0.19661	-0.14357	-0.034345	0.12159	0.0025031	-0.035068	-0.097113	-0.1225	-0.048364	-0.038133	-0.02325	0.026225	0.033084	0.032019	0.096184	0.10428	0.02874	-0.024726	0.022541	-0.038789	0.033481	-0.015467	0.060144
-9110	-27623	-1105.8	-560.11	227.9	390.09	-600.16	978.36	1904.9	401.18	337.34	-563.85	17.635	-17.456	-923.74	29.752	47.643	-27.181	-382.77	-337.89	-9.856	36.462	-58.525	166.08	-121.54	18.517	-37.567	-99.926	-47.931	-7.6489	-29.425	-4.6113	-28.284	44.304	5.9731	71.197	3.6035	-5.1507	-21.601	-19.364	-15.134	-32.396	7.7285	-5.4521	18.705	-2.5833	5.9379	-2.1129	-10.706	0.19458	-0.76727	-4.6434	-9.4566	-4.4185	-5.3149	3.6043	1.5776	0.23616	0.15712	0.74622	1.1684	2.8806	3.7333	2.3572	0.25743	-0.10355	-0.53318	-1.5701	-0.72406	-1.8827	0.48817	-0.55398	1.3578	0.00086082	2.4836	0.97615	0.17364	-0.23774	-0.83985	-1.1747	0.35613	-0.018289	0.26031	0.00038659	-0.2286	-0.35775	-0.73699	-0.056148	-0.19097	0.3606	0.1576	0.18573	-0.036674	-0.1146	-0.0019073	0.0035935	0.23333	-0.0023566	0.17673	-0.14567	-0.027248	0.12157	0.0083286	-0.028253	-0.079373	-0.10596	-0.037897	-0.032904	-0.011935	0.029833	0.027997	0.031829	0.09438	0.11149	0.022023	-0.0337	0.021901	-0.039331	0.046508	-0.013343	0.060738
