OPTIMAL FLOW WITH TARGET RMS   1.30E+01     LMAX_U  25 LMAX_B  1
  1   0    -1.02603E-19      0.00000E+00      0.00000E+00      0.00000E+00
  1   1     2.66782E-21     -1.22702E-34     -1.13131E-17     -3.61182E-03
  2   0    -1.56543E-36      0.00000E+00      0.00000E+00      0.00000E+00
  2   1    -2.08529E-03      6.53793E-18      2.70393E-35      6.24894E-21
  2   2     9.75906E-35      4.56511E-36      5.36594E-19      8.36530E-18
  3   0     1.27667E-19      0.00000E+00      0.00000E+00      0.00000E+00
  3   1    -2.42267E-20     -1.40263E-34     -6.75974E-22      5.71012E-17
  3   2     9.85930E-18     -6.64242E-19     -2.02350E-37      2.03346E-35
  3   3    -2.53840E-35      1.28656E-35      8.67839E-19      5.86536E-18
  4   0    -3.68873E-36      0.00000E+00      0.00000E+00      0.00000E+00
  4   1     7.87786E-16     -9.05926E-21     -5.14886E-36     -6.74886E-21
  4   2     1.13121E-34     -2.47068E-35      3.10825E-20      4.73678E-19
  4   3     9.75460E-18     -1.40015E-18     -3.17481E-36     -1.18455E-35
  4   4     1.01789E-34      2.06133E-36      6.44128E-19      5.08781E-18
  5   0    -1.87675E-20      0.00000E+00      0.00000E+00      0.00000E+00
  5   1    -1.80482E-20      2.04383E-34      5.83768E-22      3.13823E-17
  5   2     3.33927E-18     -1.92323E-19     -5.63556E-37     -5.41327E-35
  5   3     2.29180E-35     -1.70358E-35      1.04331E-19      7.03656E-19
  5   4     1.06660E-17     -1.30086E-18      7.63343E-36      1.48793E-35
  5   5    -5.36993E-36     -5.31632E-36      6.80306E-19      4.63244E-18
  6   0    -5.07445E-36      0.00000E+00      0.00000E+00      0.00000E+00
  6   1     6.83983E-16      1.22958E-20      3.91155E-35      8.83779E-21
  6   2     3.69589E-34     -6.21091E-36      5.96452E-21      6.58203E-20
  6   3     4.39202E-18     -6.22486E-19     -1.83973E-36     -3.59671E-35
  6   4    -4.65927E-34      1.70379E-35      1.10943E-19      8.84404E-19
  6   5     1.12431E-17     -1.70832E-18     -2.72138E-36      1.56704E-35
  6   6     1.04302E-34     -3.54472E-35      1.24631E-18      4.68406E-18
  7   0    -2.39924E-19      0.00000E+00      0.00000E+00      0.00000E+00
  7   1     2.30730E-20     -1.11247E-34      1.54032E-22      8.84703E-18
  7   2     1.59004E-18     -1.02298E-19     -3.44504E-37     -6.18906E-35
  7   3    -1.22500E-34     -1.23049E-35      2.60154E-20      1.87057E-19
  7   4     5.84796E-18     -7.12262E-19      2.04326E-36      7.87437E-35
  7   5     2.51186E-35      5.11633E-35      1.48541E-19      1.02755E-18
  7   6     1.29475E-17     -3.37280E-18      4.57413E-36      1.85000E-35
  7   7     1.61399E-34     -2.72362E-36      8.48501E-19      3.41612E-18
  8   0    -3.22574E-36      0.00000E+00      0.00000E+00      0.00000E+00
  8   1     1.04278E-17      1.32983E-20     -5.96762E-36      5.19810E-21
  8   2    -1.67739E-35     -1.72577E-35      2.92647E-21      2.66880E-20
  8   3     2.51600E-18     -3.78641E-19      6.39478E-37     -5.66521E-36
  8   4    -6.11682E-35     -1.54483E-35      3.34352E-20      2.73906E-19
  8   5     6.94754E-18     -1.06116E-18     -2.48564E-36     -4.18859E-35
  8   6    -1.92641E-34      1.29474E-35      3.25044E-19      1.21249E-18
  8   7     1.05173E-17     -2.65752E-18     -1.40817E-35      2.49810E-35
  8   8    -1.01994E-34     -2.80212E-35      1.45664E-18      3.56446E-18
  9   0    -1.66876E-19      0.00000E+00      0.00000E+00      0.00000E+00
  9   1     0.00000E+00     -2.12277E-34     -1.12473E-23     -4.64891E-18
  9   2     1.07290E-18     -2.79687E-20      2.02795E-37     -1.02028E-35
  9   3     1.31087E-34     -7.39075E-36      1.09646E-20      6.08699E-20
  9   4     3.65544E-18     -4.56026E-19     -5.33843E-36     -3.07893E-35
  9   5    -1.23229E-34      6.92249E-36      5.27699E-20      3.76676E-19
  9   6     8.76654E-18     -2.28348E-18      2.44581E-35     -5.94320E-35
  9   7     3.34425E-35      7.70601E-35      2.52462E-19      1.01464E-18
  9   8     1.18865E-17     -4.86530E-18      6.39521E-37      1.09190E-35
  9   9     6.10377E-35      1.39514E-35      1.10722E-18      3.27848E-18
 10   0    -1.12152E-35      0.00000E+00      0.00000E+00      0.00000E+00
 10   1    -7.99328E-16      7.92819E-21      2.02135E-36     -6.60727E-22
 10   2     9.59816E-35      1.26497E-35     -3.19290E-22      1.51014E-20
 10   3     1.67047E-18     -2.22962E-19      4.79867E-37      3.82263E-36
 10   4     2.69655E-34     -4.58186E-35      1.24670E-20      1.14268E-19
