           1   10351.3656413012     
           2   14323.0363879393     
           3   10049.3076757826     
           4   4937.67819265783     
           5   1635.63616554804     
           6   415.770405748357     
           7   88.3575205186552     
           8   16.5307532521524     
           9   2.81274464681219     
          10  0.444771275041567     
          11  6.634843839659384E-002
          12  9.438876248813628E-003
          13  1.290960607681602E-003
          14  1.708018918751460E-004
          15  2.196615551932833E-005
          16  2.756575321879926E-006
          17  3.386018862921688E-007
          18  4.081542333218276E-008
          19  4.838334995354601E-009
          20  5.650395864420968E-010
          21  6.510725997532822E-011
          22  7.411543295466667E-012
          23  8.344553145480737E-013
          24  9.301045168014265E-014
          25  7.273566707327145E-015
          26  7.976196863711115E-016
