794.000000	33.671883	-4.122910	1.754987	0.815631	1.581616	-0.839118	-0.603678	0.860391	-0.306000	0.300511	0.308854	-0.123840	-0.112561	-0.280464	0.311592	-0.061845	-0.099951	0.067989	0.046253	0.001572	0.041011	-0.058766	-0.094864	0.095195	
793.900000	33.778256	-4.875851	1.389595	0.927193	1.678579	-1.102860	-0.629753	0.817799	-0.320715	0.350202	0.329544	-0.202758	-0.111747	-0.293032	0.327996	-0.070772	-0.103764	0.083564	0.050203	-0.018324	0.042261	-0.061599	-0.099321	0.108517	
793.800000	34.079223	-4.626938	0.536475	0.873046	1.837488	-1.181881	-0.682365	0.553901	-0.348516	0.344874	0.361914	-0.259878	-0.085665	-0.317871	0.268887	-0.068646	-0.112124	0.088270	0.055679	-0.041075	0.045467	-0.052014	-0.107892	0.100068	
793.700000	33.942185	-3.510418	-0.477938	0.689892	1.857961	-1.059031	-0.675320	0.174426	-0.347155	0.294020	0.368417	-0.276756	-0.045793	-0.315324	0.159848	-0.057854	-0.110396	0.082420	0.057830	-0.058634	0.044321	-0.034662	-0.107350	0.074339	
793.600000	33.443188	-3.382893	-1.257862	0.657092	1.763587	-1.158375	-0.618293	-0.058463	-0.321266	0.295730	0.353431	-0.335447	-0.023199	-0.289751	0.110795	-0.057149	-0.100086	0.088471	0.057239	-0.080647	0.039471	-0.026742	-0.099116	0.068650	
793.500000	32.697491	-4.543072	-1.549450	0.831150	1.590829	-1.517827	-0.526662	-0.047024	-0.278430	0.367841	0.323826	-0.433655	-0.028930	-0.248219	0.150771	-0.070340	-0.083798	0.109340	0.054821	-0.103093	0.032026	-0.033292	-0.085550	0.090190	
793.400000	31.837496	-5.772389	-1.246531	1.050935	1.382018	-1.800716	-0.418498	0.143588	-0.227698	0.449915	0.287654	-0.487707	-0.054229	-0.199118	0.229491	-0.086640	-0.064721	0.128951	0.051651	-0.108920	0.023338	-0.047388	-0.069481	0.116747	
793.300000	31.057717	-6.259041	-0.503851	1.196117	1.199015	-1.818865	-0.320340	0.404199	-0.182178	0.499625	0.256572	-0.460289	-0.086189	-0.154704	0.300057	-0.098016	-0.047424	0.137518	0.049252	-0.093384	0.015365	-0.061790	-0.055018	0.132147	
793.200000	30.600828	-5.696796	0.257642	1.200432	1.118765	-1.559355	-0.265281	0.587872	-0.158078	0.497682	0.245006	-0.366956	-0.108569	-0.130221	0.323238	-0.100072	-0.037515	0.132843	0.049486	-0.065336	0.010531	-0.069533	-0.047246	0.128080	
793.100000	30.276113	-4.468355	0.528369	1.086364	1.080702	-1.204044	-0.227510	0.576055	-0.142585	0.458348	0.241518	-0.272866	-0.109068	-0.113764	0.286468	-0.094310	-0.030526	0.121838	0.050835	-0.044099	0.006937	-0.067172	-0.042179	0.108591	
