OPTIMAL FLOW WITH TARGET RMS   1.30E+01     LMAX_U  25 LMAX_B 13
  1   0     2.57263E-04      0.00000E+00     -3.33780E-18      0.00000E+00
  1   1    -2.67622E-04      2.65141E-04      4.40941E-04      1.37455E-04
  2   0    -2.09312E-03      0.00000E+00     -5.43047E-18      0.00000E+00
  2   1     3.23687E-04      2.69518E-04     -2.55132E-04     -2.57519E-04
  2   2    -1.65422E-04     -3.25900E-05     -1.22589E-04     -2.89285E-04
  3   0    -5.46567E-04      0.00000E+00      1.72375E-18      0.00000E+00
  3   1     4.01332E-05     -3.75984E-04     -9.24415E-06      2.49372E-04
  3   2     1.03800E-04     -9.06988E-06      5.10114E-05     -2.58926E-04
  3   3     6.66056E-05     -4.14726E-05     -1.71300E-04     -1.69402E-04
  4   0     3.79467E-04      0.00000E+00      7.13119E-19      0.00000E+00
  4   1    -6.17937E-04     -4.20832E-05      4.05894E-05     -1.16755E-04
  4   2     9.29945E-05     -7.04937E-05     -4.75485E-05     -2.65752E-05
  4   3     1.28717E-04     -9.42984E-06      8.46460E-05      1.35943E-04
  4   4     5.25234E-05     -1.00352E-05     -1.98463E-04     -3.06919E-05
  5   0     2.20394E-04      0.00000E+00      1.82485E-18      0.00000E+00
  5   1     1.86918E-04      1.08027E-04      1.00066E-05     -7.63484E-05
  5   2    -4.37074E-05     -7.46622E-05      8.67022E-05     -7.93795E-05
  5   3     2.97147E-05      1.56031E-06     -7.60590E-05      8.89468E-05
  5   4     3.71437E-05     -1.57112E-05      2.45305E-05      1.28390E-04
  5   5    -7.78285E-06     -5.09699E-06      1.03749E-04     -1.33951E-05
  6   0    -2.85931E-04      0.00000E+00     -3.57844E-19      0.00000E+00
  6   1     3.47419E-04      1.23494E-04     -6.16863E-06     -2.11248E-05
  6   2     1.16778E-04      1.42785E-04      1.72300E-05     -4.64676E-05
  6   3    -1.64555E-04     -6.48963E-05      5.21103E-05      1.18237E-04
  6   4    -8.92917E-05     -2.40301E-05     -8.37902E-05      4.47047E-05
  6   5    -5.01461E-06      3.26037E-05      1.42703E-05     -2.17900E-05
  6   6     6.26652E-06      2.64341E-05      1.29107E-04      1.26119E-04
  7   0    -1.17963E-05      0.00000E+00      1.43992E-18      0.00000E+00
  7   1     3.53201E-05     -4.90589E-05     -2.61391E-05      3.84593E-05
  7   2     1.29412E-04      7.91353E-05     -1.75064E-05      8.23079E-06
  7   3    -1.12052E-04      9.82964E-06      4.46060E-06     -8.40723E-05
  7   4     3.22027E-05     -1.92867E-05      4.76490E-05     -3.13914E-05
  7   5    -2.96594E-05     -3.40012E-05     -2.53049E-06     -1.73251E-05
  7   6    -6.48190E-05      2.66169E-05     -8.24793E-05      1.95527E-05
  7   7     2.73114E-05      1.21004E-05     -7.51158E-06     -3.10296E-05
  8   0     1.19691E-04      0.00000E+00     -2.07738E-18      0.00000E+00
  8   1    -1.94489E-04      4.57266E-05      6.98082E-06     -7.66984E-06
