           1   121291.748875833     
           2   3637.64969466826     
           3   1547.77753929551     
           4   2214.17989215234     
           5   582.026742911445     
           6   332.652050932721     
           7   115.064997336513     
           8   26.1051576676871     
           9   21.9820492985232     
          10   4.34645683741447     
          11   1.48588387978157     
          12  0.687055774088713     
          13  0.257788847565199     
          14  3.616124688399766E-002
          15  1.104842987722650E-002
          16  1.401516096635450E-003
          17  7.322828219656316E-004
          18  1.366827988880144E-004
          19  5.340069341837261E-005
          20  7.794790703230459E-006
          21  3.124017233834895E-006
          22  4.675498547792632E-007
          23  1.466651805802257E-007
          24  2.772040139189670E-008
          25  4.956014563992854E-009
          26  9.900975169526842E-010
          27  1.708766567558581E-010
          28  2.279434531378140E-032
          29  1.072509950417414E-032
          30  8.238298602219017E-034
          31  7.835967496115147E-034
          32  7.284594560914367E-035
          33  3.664005850007649E-035
          34  4.912248392488953E-036
          35  9.107140815617604E-037
          36  2.233039231270949E-037
          37  3.002033020441145E-038
          38  4.746493490752809E-039
